participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.risk,session.config.participation_fee,session.config.num_rounds,session.config.real_world_currency_per_point,session.config.belief_elicitation,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.wrong_answer1_1,Intro.1.player.wrong_answer1_2,Intro.1.player.wrong_answer2_1,Intro.1.player.wrong_answer2_2,Intro.1.player.wrong_answer3_1,Intro.1.player.wrong_answer3_2,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.comprehension,dPGG.1.player.donation,dPGG.1.player.review_instructions,dPGG.1.player.review_contact,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.comprehension,dPGG.2.player.donation,dPGG.2.player.review_instructions,dPGG.2.player.review_contact,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.comprehension,dPGG.3.player.donation,dPGG.3.player.review_instructions,dPGG.3.player.review_contact,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.comprehension,dPGG.4.player.donation,dPGG.4.player.review_instructions,dPGG.4.player.review_contact,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.comprehension,dPGG.5.player.donation,dPGG.5.player.review_instructions,dPGG.5.player.review_contact,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.comprehension,dPGG.6.player.donation,dPGG.6.player.review_instructions,dPGG.6.player.review_contact,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.comprehension,dPGG.7.player.donation,dPGG.7.player.review_instructions,dPGG.7.player.review_contact,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.comprehension,dPGG.8.player.donation,dPGG.8.player.review_instructions,dPGG.8.player.review_contact,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.comprehension,dPGG.9.player.donation,dPGG.9.player.review_instructions,dPGG.9.player.review_contact,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.comprehension,dPGG.10.player.donation,dPGG.10.player.review_instructions,dPGG.10.player.review_contact,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,HLPL.1.player.id_in_group,HLPL.1.player.review_instructions,HLPL.1.player.review_contact,HLPL.1.player.choice_1,HLPL.1.player.choice_2,HLPL.1.player.choice_3,HLPL.1.player.choice_4,HLPL.1.player.choice_5,HLPL.1.player.choice_6,HLPL.1.player.choice_7,HLPL.1.player.choice_8,HLPL.1.player.choice_9,HLPL.1.player.choice_10,HLPL.1.player.choice_11,HLPL.1.player.random_draw,HLPL.1.player.choice_to_pay,HLPL.1.player.option_to_pay,HLPL.1.player.inconsistent,HLPL.1.player.switching_row,HLPL.1.player.payoff,HLPL.1.group.id_in_subsession,HLPL.1.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,bapfxq81,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:03.800718+00:00,1,,,211,15.55,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,1,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,1,,,0,0,8,20,15,,2,2,22,0,22,2,0,0,45,11.25,17,0,80,1,1,,,0,0,,22,18,,8,8,30,0,8,2,0,0,69,17.25,26,0,103,2,1,,,0,0,,30,14,,16,16,46,0,16,2,0,0,78,19.5,30,0,138,3,1,,,0,0,,46,22,,16,16,62,0,16,2,0,0,100,25.0,38,0,180,4,1,,,0,0,,62,26,,19,19,81,0,19,2,0,0,118,29.5,45,0,232,5,1,,,0,0,,81,44,,10,10,91,0,10,2,0,0,143,35.75,54,0,294,6,1,,,0,0,,91,32,,20,20,111,0,20,2,0,0,138,34.5,52,0,367,7,1,,,0,0,,111,45,,24,24,135,0,24,2,0,0,183,45.75,69,0,437,8,1,,,0,0,,135,32,,23,23,158,0,23,2,0,0,146,36.5,55,0,530,9,1,3,47,0,0,,158,62,,10,10,168,0,-37,2,0,0,190,47.5,72,0,604,10,1,0,0,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,certainty,94,choice_9,certainty,0,6,90,1,1,1,1,2,6,2,5,0,0,2,5,1,5,5,6,1,34,male,8,5,lorem ipsum 1,lorem ipsum 2,0,1,1
2,d84vm9ye,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:03.874461+00:00,1,,,251,17.55,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,2,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,2,,,0,0,8,20,11,,6,6,26,0,26,2,0,0,45,11.25,17,0,80,1,2,,,0,0,,26,21,,5,5,31,0,5,2,0,0,69,17.25,26,0,103,2,2,,,0,0,,31,13,,17,17,48,0,17,2,0,0,78,19.5,30,0,138,3,2,,,0,0,,48,26,,12,12,60,0,12,2,0,0,100,25.0,38,0,180,4,2,,,0,0,,60,39,,6,6,66,0,6,2,0,0,118,29.5,45,0,232,5,2,,,0,0,,66,24,,30,30,96,0,30,2,0,0,143,35.75,54,0,294,6,2,,,0,0,,96,28,,24,24,120,0,24,2,0,0,138,34.5,52,0,367,7,2,,,0,0,,120,57,,12,12,132,0,12,2,0,0,183,45.75,69,0,437,8,2,,,0,0,,132,35,,20,20,152,0,20,2,0,0,146,36.5,55,0,530,9,2,2,29,0,0,,152,44,,28,28,180,0,-1,2,0,0,190,47.5,72,0,604,10,2,0,0,lottery,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,24,choice_2,lottery,0,7,100,1,1,2,3,6,5,5,1,3,0,5,5,2,6,1,2,3,19,not specified,2,2,lorem ipsum 1,lorem ipsum 2,0,1,1
3,ckoz56ll,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:03.910846+00:00,1,,,244,17.20,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,3,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,3,,,0,0,8,20,9,,8,8,28,0,28,2,0,0,45,11.25,17,0,80,1,3,,,0,0,,28,15,,11,11,39,0,11,2,0,0,69,17.25,26,0,103,2,3,,,0,0,,39,23,,7,7,46,0,7,2,0,0,78,19.5,30,0,138,3,3,,,0,0,,46,22,,16,16,62,0,16,2,0,0,100,25.0,38,0,180,4,3,,,0,0,,62,25,,20,20,82,0,20,2,0,0,118,29.5,45,0,232,5,3,,,0,0,,82,42,,12,12,94,0,12,2,0,0,143,35.75,54,0,294,6,3,,,0,0,,94,45,,7,7,101,0,7,2,0,0,138,34.5,52,0,367,7,3,,,0,0,,101,32,,37,37,138,0,37,2,0,0,183,45.75,69,0,437,8,3,,,0,0,,138,46,,9,9,147,0,9,2,0,0,146,36.5,55,0,530,9,3,2,37,0,0,,147,38,,34,34,181,0,-3,2,0,0,190,47.5,72,0,604,10,3,0,0,lottery,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,33,choice_1,lottery,0,7,100,1,1,3,6,1,0,5,0,3,0,3,4,4,2,4,6,1,35,diverse,1,0,lorem ipsum 1,lorem ipsum 2,0,1,1
4,9a2q6m76,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:03.945299+00:00,1,,,120,11.00,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,4,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,4,,,0,0,,20,10,,7,7,27,0,27,2,0,0,45,11.25,17,0,80,1,4,,,0,0,,27,15,,11,11,38,0,11,2,0,0,69,17.25,26,0,103,2,4,,,0,0,,38,28,,2,2,40,0,2,2,0,0,78,19.5,30,0,138,3,4,,,0,0,,40,30,,8,8,48,0,8,2,0,0,100,25.0,38,0,180,4,4,,,0,0,,48,28,,17,17,65,0,17,2,0,0,118,29.5,45,0,232,5,4,,,0,0,,65,33,,21,21,86,0,21,2,0,0,143,35.75,54,0,294,6,4,,,0,0,,86,33,,19,19,105,0,19,2,0,0,138,34.5,52,0,367,7,4,,,0,0,,105,49,,20,20,125,0,20,2,0,0,183,45.75,69,0,437,8,4,,,0,0,,125,33,,22,22,147,0,22,2,0,0,146,36.5,55,0,530,9,4,2,53,0,0,,147,46,,26,26,173,0,-27,2,0,0,190,47.5,72,0,604,10,4,0,0,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,certainty,58,choice_1,lottery,0,6,0,1,1,4,0,4,6,2,4,1,6,1,6,6,0,1,0,3,53,not specified,6,5,lorem ipsum 1,lorem ipsum 2,0,1,1
5,282ydrsa,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:03.975254+00:00,1,,,121,11.05,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,5,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,1,,,0,0,8,20,16,,5,5,25,0,25,3,0,0,54,13.5,21,0,80,1,1,,,0,0,,25,20,,9,9,34,0,9,3,0,0,75,18.75,29,0,110,2,1,,,0,0,,34,26,,12,12,46,0,12,3,0,0,99,24.75,38,0,151,3,1,,,0,0,,46,17,,25,25,71,0,25,3,0,0,112,28.0,42,0,204,4,1,,,0,0,,71,32,,18,18,89,0,18,3,0,0,131,32.75,50,0,260,5,1,,,0,0,,89,47,,11,11,100,0,11,3,0,0,154,38.5,58,0,329,6,1,,,0,0,,100,36,,23,23,123,0,23,3,0,0,155,38.75,59,0,407,7,1,,,0,0,,123,48,,22,22,145,0,22,3,0,0,186,46.5,70,0,488,8,1,,,0,0,,145,57,,15,15,160,0,15,3,0,0,191,47.75,72,0,582,9,1,3,56,0,0,,160,64,,17,17,177,0,-39,3,0,0,214,53.5,81,0,679,10,5,0,0,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,certainty,52,choice_1,lottery,0,6,0,1,1,5,5,1,0,5,3,1,3,6,5,6,5,3,5,0,18,female,2,3,lorem ipsum 1,lorem ipsum 2,0,1,1
6,voeovjcp,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:04.004561+00:00,1,,,168,13.40,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,6,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,2,,,0,0,8,20,10,,11,11,31,0,31,3,0,0,54,13.5,21,0,80,1,2,,,0,0,,31,18,,11,11,42,0,11,3,0,0,75,18.75,29,0,110,2,2,,,0,0,,42,28,,10,10,52,0,10,3,0,0,99,24.75,38,0,151,3,2,,,0,0,,52,38,,4,4,56,0,4,3,0,0,112,28.0,42,0,204,4,2,,,0,0,,56,22,,28,28,84,0,28,3,0,0,131,32.75,50,0,260,5,2,,,0,0,,84,33,,25,25,109,0,25,3,0,0,154,38.5,58,0,329,6,2,,,0,0,,109,34,,25,25,134,0,25,3,0,0,155,38.75,59,0,407,7,2,,,0,0,,134,62,,8,8,142,0,8,3,0,0,186,46.5,70,0,488,8,2,,,0,0,,142,40,,32,32,174,0,32,3,0,0,191,47.75,72,0,582,9,2,2,46,0,0,,174,41,,40,40,214,0,-6,3,0,0,214,53.5,81,0,679,10,6,0,0,lottery,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,64,choice_1,lottery,0,7,0,1,1,6,0,3,5,5,5,2,6,4,5,3,3,4,4,1,24,female,4,5,lorem ipsum 1,lorem ipsum 2,0,1,1
7,yl0ub5k6,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:04.032719+00:00,1,,,287,19.35,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,7,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,3,,,0,0,8,20,17,,4,4,24,0,24,3,0,0,54,13.5,21,0,80,1,3,,,0,0,,24,16,,13,13,37,0,13,3,0,0,75,18.75,29,0,110,2,3,,,0,0,,37,22,,16,16,53,0,16,3,0,0,99,24.75,38,0,151,3,3,,,0,0,,53,28,,14,14,67,0,14,3,0,0,112,28.0,42,0,204,4,3,,,0,0,,67,44,,6,6,73,0,6,3,0,0,131,32.75,50,0,260,5,3,,,0,0,,73,30,,28,28,101,0,28,3,0,0,154,38.5,58,0,329,6,3,,,0,0,,101,38,,21,21,122,0,21,3,0,0,155,38.75,59,0,407,7,3,,,0,0,,122,47,,23,23,145,0,23,3,0,0,186,46.5,70,0,488,8,3,,,0,0,,145,39,,33,33,178,0,33,3,0,0,191,47.75,72,0,582,9,3,2,0,0,0,,178,52,,29,29,207,0,29,3,0,0,214,53.5,81,0,679,10,7,0,0,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,certainty,98,choice_8,certainty,0,6,80,1,1,7,4,3,5,4,1,1,4,2,2,3,4,2,2,5,57,male,8,1,lorem ipsum 1,lorem ipsum 2,0,1,1
8,87o4rp81,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:04.062576+00:00,1,,,286,19.30,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,8,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,4,,,0,0,,20,11,,10,10,30,0,30,3,0,0,54,13.5,21,0,80,1,4,,,0,0,,30,21,,8,8,38,0,8,3,0,0,75,18.75,29,0,110,2,4,,,0,0,,38,23,,15,15,53,0,15,3,0,0,99,24.75,38,0,151,3,4,,,0,0,,53,29,,13,13,66,0,13,3,0,0,112,28.0,42,0,204,4,4,,,0,0,,66,33,,17,17,83,0,17,3,0,0,131,32.75,50,0,260,5,4,,,0,0,,83,44,,14,14,97,0,14,3,0,0,154,38.5,58,0,329,6,4,,,0,0,,97,47,,12,12,109,0,12,3,0,0,155,38.75,59,0,407,7,4,,,0,0,,109,29,,41,41,150,0,41,3,0,0,186,46.5,70,0,488,8,4,,,0,0,,150,55,,17,17,167,0,17,3,0,0,191,47.75,72,0,582,9,4,3,5,0,0,,167,57,,24,24,191,0,19,3,0,0,214,53.5,81,0,679,10,8,0,0,lottery,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,13,choice_6,lottery,0,7,100,1,1,8,1,3,5,6,3,3,2,3,0,1,1,0,0,0,31,diverse,2,0,lorem ipsum 1,lorem ipsum 2,0,1,1
9,i9wcmk2r,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:04.091746+00:00,1,,,231,16.55,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,9,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,1,,,0,0,8,20,15,,5,5,25,0,25,4,0,0,53,13.25,20,0,80,1,1,,,0,0,,25,11,,10,10,35,0,10,4,0,0,54,13.5,21,0,107,2,1,,,0,0,,35,23,,6,6,41,0,6,4,0,0,76,19.0,29,0,137,3,1,,,0,0,,41,22,,13,13,54,0,13,4,0,0,93,23.25,35,0,177,4,1,,,0,0,,54,37,,13,13,67,0,13,4,0,0,133,33.25,50,0,224,5,1,,,0,0,,67,33,,23,23,90,0,23,4,0,0,148,37.0,56,0,291,6,1,,,0,0,,90,26,,33,33,123,0,33,4,0,0,155,38.75,59,0,367,7,1,,,0,0,,123,43,,29,29,152,0,29,4,0,0,192,48.0,72,0,448,8,1,,,0,0,,152,39,,28,28,180,0,28,4,0,0,178,44.5,67,0,544,9,1,3,61,0,0,,180,66,,12,12,192,0,-49,4,0,0,208,52.0,78,0,634,10,9,0,0,lottery,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,20,choice_4,lottery,0,7,100,1,1,9,5,1,1,5,4,2,3,4,3,2,6,2,4,1,46,male,4,2,lorem ipsum 1,lorem ipsum 2,0,1,1
10,askg38rn,,1,77,77,Outro,Outro_Final,2021-06-23 14:15:04.171001+00:00,1,,,241,17.05,mwpj5cxm,,,,,0,0.0,5.00,10,0.05,0,10,1,1,Chrome Canary,0,0,0,0,0,0,20,20,30,30,45,1,0,1,1,2,,,0,0,8,20,12,,8,8,28,0,28,4,0,0,53,13.25,20,0,80,1,2,,,0,0,,28,14,,7,7,35,0,7,4,0,0,54,13.5,21,0,107,2,2,,,0,0,,35,13,,16,16,51,0,16,4,0,0,76,19.0,29,0,137,3,2,,,0,0,,51,21,,14,14,65,0,14,4,0,0,93,23.25,35,0,177,4,2,,,0,0,,65,42,,8,8,73,0,8,4,0,0,133,33.25,50,0,224,5,2,,,0,0,,73,44,,12,12,85,0,12,4,0,0,148,37.0,56,0,291,6,2,,,0,0,,85,46,,13,13,98,0,13,4,0,0,155,38.75,59,0,367,7,2,,,0,0,,98,46,,26,26,124,0,26,4,0,0,192,48.0,72,0,448,8,2,,,0,0,,124,54,,13,13,137,0,13,4,0,0,178,44.5,67,0,544,9,2,2,4,0,0,,137,40,,38,38,175,0,34,4,0,0,208,52.0,78,0,634,10,10,0,0,lottery,lottery,lottery,lottery,lottery,certainty,certainty,certainty,certainty,certainty,certainty,62,choice_7,certainty,0,6,70,1,1,10,1,2,3,0,1,3,2,4,2,6,5,0,0,5,31,not specified,8,0,lorem ipsum 1,lorem ipsum 2,0,1,1
