session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
5mm1nf75,4,2jfcbxf9,1,Intro,Intro_Welcome,1625220516,1,0,0
5mm1nf75,4,2jfcbxf9,2,Intro,Intro_Instructions,1625220534,1,0,0
5mm1nf75,2,0aazd2i6,1,Intro,Intro_Welcome,1625220537,1,0,0
5mm1nf75,2,0aazd2i6,2,Intro,Intro_Instructions,1625220547,1,0,0
5mm1nf75,3,yxnwhokz,1,Intro,Intro_Welcome,1625220550,1,0,0
5mm1nf75,3,yxnwhokz,2,Intro,Intro_Instructions,1625220566,1,0,0
5mm1nf75,1,hafww4l3,1,Intro,Intro_Welcome,1625220569,1,0,0
5mm1nf75,1,hafww4l3,2,Intro,Intro_Instructions,1625220578,1,0,0
5mm1nf75,2,0aazd2i6,3,dPGG,dPGG_InitialWaitPage,1625220578,1,0,1
5mm1nf75,4,2jfcbxf9,3,dPGG,dPGG_InitialWaitPage,1625220578,1,0,1
5mm1nf75,3,yxnwhokz,3,dPGG,dPGG_InitialWaitPage,1625220578,1,0,1
5mm1nf75,1,hafww4l3,3,dPGG,dPGG_InitialWaitPage,1625220578,1,0,1
5mm1nf75,1,hafww4l3,5,dPGG,dPGG_Decision,1625220581,1,0,0
5mm1nf75,2,0aazd2i6,5,dPGG,dPGG_Decision,1625220584,1,0,0
5mm1nf75,3,yxnwhokz,5,dPGG,dPGG_Decision,1625220588,1,0,0
5mm1nf75,4,2jfcbxf9,5,dPGG,dPGG_Decision,1625220591,1,0,0
5mm1nf75,1,hafww4l3,6,dPGG,ResultsWaitPage,1625220591,1,0,1
5mm1nf75,2,0aazd2i6,6,dPGG,ResultsWaitPage,1625220591,1,0,1
5mm1nf75,3,yxnwhokz,6,dPGG,ResultsWaitPage,1625220591,1,0,1
5mm1nf75,4,2jfcbxf9,6,dPGG,ResultsWaitPage,1625220591,1,0,1
5mm1nf75,1,hafww4l3,12,dPGG,dPGG_Decision,1625220596,2,0,0
5mm1nf75,2,0aazd2i6,12,dPGG,dPGG_Decision,1625220599,2,0,0
5mm1nf75,3,yxnwhokz,12,dPGG,dPGG_Decision,1625220602,2,0,0
5mm1nf75,4,2jfcbxf9,12,dPGG,dPGG_Decision,1625220604,2,0,0
5mm1nf75,4,2jfcbxf9,13,dPGG,ResultsWaitPage,1625220605,2,0,1
5mm1nf75,1,hafww4l3,13,dPGG,ResultsWaitPage,1625220605,2,0,1
5mm1nf75,2,0aazd2i6,13,dPGG,ResultsWaitPage,1625220605,2,0,1
5mm1nf75,3,yxnwhokz,13,dPGG,ResultsWaitPage,1625220605,2,0,1
5mm1nf75,1,hafww4l3,19,dPGG,dPGG_Decision,1625220608,3,0,0
5mm1nf75,2,0aazd2i6,19,dPGG,dPGG_Decision,1625220612,3,0,0
5mm1nf75,3,yxnwhokz,19,dPGG,dPGG_Decision,1625220616,3,0,0
