session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
fx1uwv1t,1,ub5pmbas,1,Intro,Intro_Welcome,1625149563,1,0,0
fx1uwv1t,1,ub5pmbas,2,Intro,Intro_Instructions,1625149579,1,0,0
fx1uwv1t,2,yr950nsm,1,Intro,Intro_Welcome,1625149759,1,0,0
fx1uwv1t,2,yr950nsm,2,Intro,Intro_Instructions,1625149934,1,0,0
fx1uwv1t,3,dolzns5s,1,Intro,Intro_Welcome,1625149958,1,0,0
fx1uwv1t,1,ub5pmbas,3,dPGG,dPGG_InitialWaitPage,1625150185,1,0,1
fx1uwv1t,1,ub5pmbas,6,dPGG,ResultsWaitPage,1625150186,1,0,1
fx1uwv1t,1,ub5pmbas,13,dPGG,ResultsWaitPage,1625150186,2,0,1
fx1uwv1t,1,ub5pmbas,20,dPGG,ResultsWaitPage,1625150186,3,0,1
fx1uwv1t,1,ub5pmbas,27,dPGG,ResultsWaitPage,1625150186,4,0,1
fx1uwv1t,1,ub5pmbas,34,dPGG,ResultsWaitPage,1625150186,5,0,1
fx1uwv1t,1,ub5pmbas,41,dPGG,ResultsWaitPage,1625150186,6,0,1
fx1uwv1t,1,ub5pmbas,48,dPGG,ResultsWaitPage,1625150187,7,0,1
fx1uwv1t,1,ub5pmbas,55,dPGG,ResultsWaitPage,1625150187,8,0,1
fx1uwv1t,1,ub5pmbas,62,dPGG,ResultsWaitPage,1625150187,9,0,1
fx1uwv1t,1,ub5pmbas,69,dPGG,ResultsWaitPage,1625150187,10,0,1
fx1uwv1t,1,ub5pmbas,74,Outro,Outro_Personality,1625150210,1,0,0
fx1uwv1t,1,ub5pmbas,75,Outro,Outro_Covariates,1625150217,1,0,0
fx1uwv1t,1,ub5pmbas,76,Outro,Outro_CLICCS,1625150219,1,0,0
fx1uwv1t,3,dolzns5s,2,Intro,Intro_Instructions,1625150247,1,0,0
fx1uwv1t,6,i0ft3vnn,1,Intro,Intro_Welcome,1625150256,1,0,0
fx1uwv1t,6,i0ft3vnn,2,Intro,Intro_Instructions,1625150267,1,0,0
fx1uwv1t,7,i773ff05,1,Intro,Intro_Welcome,1625150271,1,0,0
fx1uwv1t,7,i773ff05,2,Intro,Intro_Instructions,1625150283,1,0,0
fx1uwv1t,3,dolzns5s,3,dPGG,dPGG_InitialWaitPage,1625150283,1,0,1
fx1uwv1t,2,yr950nsm,3,dPGG,dPGG_InitialWaitPage,1625150283,1,0,1
