session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time,round_number,timeout_happened,is_wait_page
d6jrsxnr,35,kbh0bgp5,1,Intro,Intro_Welcome,1627048862,1,0,0
d6jrsxnr,16,qtjv1b60,1,Intro,Intro_Welcome,1627048862,1,0,0
d6jrsxnr,38,2egriudv,1,Intro,Intro_Welcome,1627048862,1,0,0
d6jrsxnr,7,i1ypw7lq,1,Intro,Intro_Welcome,1627048864,1,0,0
d6jrsxnr,18,cvqc9apk,1,Intro,Intro_Welcome,1627048864,1,0,0
d6jrsxnr,2,vj34l7v1,1,Intro,Intro_Welcome,1627048864,1,0,0
d6jrsxnr,43,lp51kmfo,1,Intro,Intro_Welcome,1627048865,1,0,0
d6jrsxnr,11,tss2n08l,1,Intro,Intro_Welcome,1627048865,1,0,0
d6jrsxnr,51,38d04vaj,1,Intro,Intro_Welcome,1627048866,1,0,0
d6jrsxnr,31,j6nva3wm,1,Intro,Intro_Welcome,1627048866,1,0,0
d6jrsxnr,42,jqp2cpio,1,Intro,Intro_Welcome,1627048867,1,0,0
d6jrsxnr,44,gmmr740f,1,Intro,Intro_Welcome,1627048867,1,0,0
d6jrsxnr,37,vcl4x2aa,1,Intro,Intro_Welcome,1627048867,1,0,0
d6jrsxnr,63,d24mv1jj,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,21,qms72l07,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,55,b81ts8bk,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,29,vq1nocuh,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,47,dh75dt8r,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,15,j64u7sp3,1,Intro,Intro_Welcome,1627048868,1,0,0
d6jrsxnr,19,1fa8h1gu,1,Intro,Intro_Welcome,1627048869,1,0,0
d6jrsxnr,52,y9hqg21z,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,59,h8ot4a1d,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,20,av5sq7kl,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,58,xrq1nh0e,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,36,g46gfw7a,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,12,jxzj6lhl,1,Intro,Intro_Welcome,1627048870,1,0,0
d6jrsxnr,25,1l8ybbps,1,Intro,Intro_Welcome,1627048871,1,0,0
d6jrsxnr,65,8h44sav5,1,Intro,Intro_Welcome,1627048871,1,0,0
d6jrsxnr,41,6zn7mjd2,1,Intro,Intro_Welcome,1627048871,1,0,0
d6jrsxnr,33,s5kfzs2c,1,Intro,Intro_Welcome,1627048871,1,0,0
d6jrsxnr,1,oo14h9qr,1,Intro,Intro_Welcome,1627048872,1,0,0
d6jrsxnr,48,yd8fkjiv,1,Intro,Intro_Welcome,1627048872,1,0,0
d6jrsxnr,56,9qaruqwv,1,Intro,Intro_Welcome,1627048872,1,0,0
d6jrsxnr,62,piftdm05,1,Intro,Intro_Welcome,1627048873,1,0,0
d6jrsxnr,57,k99kd7dg,1,Intro,Intro_Welcome,1627048873,1,0,0
d6jrsxnr,27,587mlk6h,1,Intro,Intro_Welcome,1627048873,1,0,0
d6jrsxnr,54,csyuta3t,1,Intro,Intro_Welcome,1627048873,1,0,0
d6jrsxnr,17,50220vah,1,Intro,Intro_Welcome,1627048873,1,0,0
d6jrsxnr,61,699vnykp,1,Intro,Intro_Welcome,1627048874,1,0,0
d6jrsxnr,50,f2nmhn4q,1,Intro,Intro_Welcome,1627048874,1,0,0
d6jrsxnr,13,b1vhz7gw,1,Intro,Intro_Welcome,1627048875,1,0,0
d6jrsxnr,26,mq3pu9ps,1,Intro,Intro_Welcome,1627048875,1,0,0
d6jrsxnr,5,jrincfcp,1,Intro,Intro_Welcome,1627048876,1,0,0
d6jrsxnr,28,yh7yoy0c,1,Intro,Intro_Welcome,1627048876,1,0,0
d6jrsxnr,22,ksbdznm0,1,Intro,Intro_Welcome,1627048877,1,0,0
d6jrsxnr,3,12fh31ca,1,Intro,Intro_Welcome,1627048878,1,0,0
d6jrsxnr,68,mfjypuw9,1,Intro,Intro_Welcome,1627048878,1,0,0
d6jrsxnr,10,glmnc6g4,1,Intro,Intro_Welcome,1627048879,1,0,0
d6jrsxnr,70,c4p3cc5v,1,Intro,Intro_Welcome,1627048881,1,0,0
d6jrsxnr,34,la0nm4xn,1,Intro,Intro_Welcome,1627048882,1,0,0
d6jrsxnr,40,od1zkcoi,1,Intro,Intro_Welcome,1627048882,1,0,0
d6jrsxnr,64,itgeclvk,1,Intro,Intro_Welcome,1627048883,1,0,0
d6jrsxnr,8,jjfliyik,1,Intro,Intro_Welcome,1627048884,1,0,0
d6jrsxnr,60,jaiepjjc,1,Intro,Intro_Welcome,1627048886,1,0,0
d6jrsxnr,67,0d5bdy3t,1,Intro,Intro_Welcome,1627048888,1,0,0
d6jrsxnr,66,5swggkik,1,Intro,Intro_Welcome,1627048888,1,0,0
d6jrsxnr,39,48ccqsin,1,Intro,Intro_Welcome,1627048889,1,0,0
d6jrsxnr,9,kq5vv8rq,1,Intro,Intro_Welcome,1627048894,1,0,0
d6jrsxnr,30,anlujqxj,1,Intro,Intro_Welcome,1627048895,1,0,0
d6jrsxnr,69,491exkxm,1,Intro,Intro_Welcome,1627048895,1,0,0
d6jrsxnr,53,6f1qo8lz,1,Intro,Intro_Welcome,1627048897,1,0,0
d6jrsxnr,46,t3t4w5ms,1,Intro,Intro_Welcome,1627048898,1,0,0
d6jrsxnr,49,5zj0g3jy,1,Intro,Intro_Welcome,1627048899,1,0,0
d6jrsxnr,45,hf8boild,1,Intro,Intro_Welcome,1627048902,1,0,0
d6jrsxnr,6,70got795,1,Intro,Intro_Welcome,1627048903,1,0,0
d6jrsxnr,32,w86twg1p,1,Intro,Intro_Welcome,1627048907,1,0,0
d6jrsxnr,4,czhbjims,1,Intro,Intro_Welcome,1627048911,1,0,0
d6jrsxnr,24,r2eicutt,1,Intro,Intro_Welcome,1627048928,1,0,0
d6jrsxnr,14,jf5t15nh,1,Intro,Intro_Welcome,1627048934,1,0,0
d6jrsxnr,23,tzryoxi2,1,Intro,Intro_Welcome,1627048956,1,0,0
d6jrsxnr,71,gzm5f6n1,1,Intro,Intro_Welcome,1627048986,1,0,0
d6jrsxnr,7,i1ypw7lq,2,Intro,Intro_Instructions,1627049077,1,0,0
d6jrsxnr,16,qtjv1b60,2,Intro,Intro_Instructions,1627049137,1,0,0
d6jrsxnr,51,38d04vaj,2,Intro,Intro_Instructions,1627049171,1,0,0
d6jrsxnr,49,5zj0g3jy,2,Intro,Intro_Instructions,1627049196,1,0,0
d6jrsxnr,7,i1ypw7lq,3,dPGG,dPGG_InitialWaitPage,1627049196,1,0,1
d6jrsxnr,49,5zj0g3jy,3,dPGG,dPGG_InitialWaitPage,1627049196,1,0,1
d6jrsxnr,51,38d04vaj,3,dPGG,dPGG_InitialWaitPage,1627049196,1,0,1
d6jrsxnr,16,qtjv1b60,3,dPGG,dPGG_InitialWaitPage,1627049196,1,0,1
d6jrsxnr,49,5zj0g3jy,5,dPGG,dPGG_Decision,1627049203,1,0,0
d6jrsxnr,51,38d04vaj,5,dPGG,dPGG_Decision,1627049205,1,0,0
d6jrsxnr,16,qtjv1b60,5,dPGG,dPGG_Decision,1627049207,1,0,0
d6jrsxnr,7,i1ypw7lq,5,dPGG,dPGG_Decision,1627049218,1,0,0
