participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.num_rounds,session.config.real_world_currency_per_point,session.config.risk,session.config.participation_fee,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,p2mgdse1,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.745508+00:00,1,,,137,8.85,jawroz7g,,,,,0,10,0.05,0.0,2.00,1,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,8,15,4,4,24,0,45,2,0,0,0,32,8.0,12,0,80,1,1,0,,24,14,,3,3,27,0,3,2,0,0,0,43,10.75,17,0,96,2,1,0,,27,8,,14,14,41,0,14,2,0,0,0,57,14.25,22,0,121,3,1,0,,41,23,,1,1,42,0,1,2,0,0,0,63,15.75,24,0,152,4,1,0,,42,13,,10,10,52,0,10,2,0,0,0,60,15.0,23,0,185,5,1,0,,52,10,,10,10,62,0,10,2,0,0,0,51,12.75,20,0,217,6,1,0,,62,19,,13,13,75,0,13,2,0,0,0,83,20.75,32,0,246,7,1,0,,75,40,,5,5,80,0,5,2,0,0,0,119,29.75,45,0,291,8,1,0,,80,28,,22,22,102,0,22,2,0,0,0,132,33.0,50,0,352,9,1,0,,102,49,,14,14,116,0,14,2,0,0,0,167,41.75,63,0,420,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,2,3,6,4,1,3,2,0,6,1,5,2,6,1,58,diverse,uni,47944,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
2,z6jgyeq8,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.812660+00:00,1,,,152,9.60,jawroz7g,,,,,0,10,0.05,0.0,2.00,2,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,5,12,7,7,27,0,42,2,0,0,0,32,8.0,12,0,80,1,2,0,,27,14,,3,3,30,0,3,2,0,0,0,43,10.75,17,0,96,2,2,0,,30,14,,8,8,38,0,8,2,0,0,0,57,14.25,22,0,121,3,2,0,,38,20,,4,4,42,0,4,2,0,0,0,63,15.75,24,0,152,4,2,0,,42,11,,12,12,54,0,12,2,0,0,0,60,15.0,23,0,185,5,2,0,,54,14,,6,6,60,0,6,2,0,0,0,51,12.75,20,0,217,6,2,0,,60,26,,6,6,66,0,6,2,0,0,0,83,20.75,32,0,246,7,2,0,,66,27,,18,18,84,0,18,2,0,0,0,119,29.75,45,0,291,8,2,0,,84,25,,25,25,109,0,25,2,0,0,0,132,33.0,50,0,352,9,2,0,,109,35,,28,28,137,0,28,2,0,0,0,167,41.75,63,0,420,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,5,4,0,5,3,4,0,0,4,0,6,5,2,4,65,diverse,uni,49163,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
3,8vkf3zgj,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.839586+00:00,1,,,119,7.95,jawroz7g,,,,,0,10,0.05,0.0,2.00,3,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,8,11,4,4,24,0,41,2,0,0,0,32,8.0,12,0,80,1,3,0,,24,5,,12,12,36,0,12,2,0,0,0,43,10.75,17,0,96,2,3,0,,36,21,,1,1,37,0,1,2,0,0,0,57,14.25,22,0,121,3,3,0,,37,7,,17,17,54,0,17,2,0,0,0,63,15.75,24,0,152,4,3,0,,54,23,,0,0,54,0,0,2,0,0,0,60,15.0,23,0,185,5,3,0,,54,11,,9,9,63,0,9,2,0,0,0,51,12.75,20,0,217,6,3,0,,63,23,,9,9,72,0,9,2,0,0,0,83,20.75,32,0,246,7,3,0,,72,29,,16,16,88,0,16,2,0,0,0,119,29.75,45,0,291,8,3,0,,88,48,,2,2,90,0,2,2,0,0,0,132,33.0,50,0,352,9,3,0,,90,51,,12,12,102,0,12,2,0,0,0,167,41.75,63,0,420,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,0,2,5,2,2,6,6,6,5,6,6,2,6,0,50,diverse,uni,25235,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
4,ihg8d9yq,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.867902+00:00,1,,,179,10.95,jawroz7g,,,,,0,10,0.05,0.0,2.00,4,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,11,20,1,1,21,0,50,2,0,0,0,32,8.0,12,0,80,1,4,0,,21,10,,7,7,28,0,7,2,0,0,0,43,10.75,17,0,96,2,4,0,,28,14,,8,8,36,0,8,2,0,0,0,57,14.25,22,0,121,3,4,0,,36,13,,11,11,47,0,11,2,0,0,0,63,15.75,24,0,152,4,4,0,,47,13,,10,10,57,0,10,2,0,0,0,60,15.0,23,0,185,5,4,0,,57,16,,4,4,61,0,4,2,0,0,0,51,12.75,20,0,217,6,4,0,,61,15,,17,17,78,0,17,2,0,0,0,83,20.75,32,0,246,7,4,0,,78,23,,22,22,100,0,22,2,0,0,0,119,29.75,45,0,291,8,4,0,,100,31,,19,19,119,0,19,2,0,0,0,132,33.0,50,0,352,9,4,0,,119,32,,31,31,150,0,31,2,0,0,0,167,41.75,63,0,420,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,4,5,3,1,4,2,4,3,6,3,5,6,4,1,30,diverse,uni,37200,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
5,83x6hlwe,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.896475+00:00,1,,,151,9.55,jawroz7g,,,,,0,10,0.05,0.0,2.00,5,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,10,20,6,6,26,0,44,3,0,0,0,42,10.5,16,0,80,1,1,0,,26,10,,7,7,33,0,7,3,0,0,0,44,11.0,17,0,102,2,1,0,,33,14,,10,10,43,0,10,3,0,0,0,62,15.5,24,0,126,3,1,0,,43,13,,10,10,53,0,10,3,0,0,0,61,15.25,23,0,160,4,1,0,,53,14,,13,13,66,0,13,3,0,0,0,72,18.0,27,0,191,5,1,0,,66,27,,8,8,74,0,8,3,0,0,0,92,23.0,35,0,227,6,1,0,,74,15,,30,30,104,0,30,3,0,0,0,120,30.0,45,0,275,7,1,0,,104,49,,-1,-1,103,0,-1,3,0,0,0,128,32.0,48,0,335,8,1,0,,103,29,,17,17,120,0,17,3,0,0,0,121,30.25,46,0,399,9,1,0,,120,62,,13,13,133,0,13,3,0,0,0,200,50.0,75,0,462,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,0,0,6,0,2,3,1,3,0,5,4,4,1,4,52,diverse,uni,34664,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
6,luakf925,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.923307+00:00,1,,,161,10.05,jawroz7g,,,,,0,10,0.05,0.0,2.00,6,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,10,20,6,6,26,0,44,3,0,0,0,42,10.5,16,0,80,1,2,0,,26,14,,3,3,29,0,3,3,0,0,0,44,11.0,17,0,102,2,2,0,,29,11,,13,13,42,0,13,3,0,0,0,62,15.5,24,0,126,3,2,0,,42,25,,-2,-2,40,0,-2,3,0,0,0,61,15.25,23,0,160,4,2,0,,40,15,,12,12,52,0,12,3,0,0,0,72,18.0,27,0,191,5,2,0,,52,23,,12,12,64,0,12,3,0,0,0,92,23.0,35,0,227,6,2,0,,64,30,,15,15,79,0,15,3,0,0,0,120,30.0,45,0,275,7,2,0,,79,36,,12,12,91,0,12,3,0,0,0,128,32.0,48,0,335,8,2,0,,91,24,,22,22,113,0,22,3,0,0,0,121,30.25,46,0,399,9,2,0,,113,45,,30,30,143,0,30,3,0,0,0,200,50.0,75,0,462,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,3,2,3,4,1,3,5,3,0,4,6,4,0,5,32,diverse,uni,43100,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
7,n2mo4v3t,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.951267+00:00,1,,,133,8.65,jawroz7g,,,,,0,10,0.05,0.0,2.00,7,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,11,10,5,5,25,0,34,3,0,0,0,42,10.5,16,0,80,1,3,0,,25,11,,6,6,31,0,6,3,0,0,0,44,11.0,17,0,102,2,3,0,,31,18,,6,6,37,0,6,3,0,0,0,62,15.5,24,0,126,3,3,0,,37,12,,11,11,48,0,11,3,0,0,0,61,15.25,23,0,160,4,3,0,,48,23,,4,4,52,0,4,3,0,0,0,72,18.0,27,0,191,5,3,0,,52,20,,15,15,67,0,15,3,0,0,0,92,23.0,35,0,227,6,3,0,,67,38,,7,7,74,0,7,3,0,0,0,120,30.0,45,0,275,7,3,0,,74,14,,34,34,108,0,34,3,0,0,0,128,32.0,48,0,335,8,3,0,,108,33,,13,13,121,0,13,3,0,0,0,121,30.25,46,0,399,9,3,0,,121,72,,3,3,124,0,3,3,0,0,0,200,50.0,75,0,462,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,0,3,6,2,4,3,4,3,2,6,1,2,6,6,29,diverse,uni,21856,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
8,zxa36cvo,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:47.977910+00:00,1,,,179,10.95,jawroz7g,,,,,0,10,0.05,0.0,2.00,8,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,11,18,5,5,25,0,42,3,0,0,0,42,10.5,16,0,80,1,4,0,,25,9,,8,8,33,0,8,3,0,0,0,44,11.0,17,0,102,2,4,0,,33,19,,5,5,38,0,5,3,0,0,0,62,15.5,24,0,126,3,4,0,,38,11,,12,12,50,0,12,3,0,0,0,61,15.25,23,0,160,4,4,0,,50,20,,7,7,57,0,7,3,0,0,0,72,18.0,27,0,191,5,4,0,,57,22,,13,13,70,0,13,3,0,0,0,92,23.0,35,0,227,6,4,0,,70,37,,8,8,78,0,8,3,0,0,0,120,30.0,45,0,275,7,4,0,,78,29,,19,19,97,0,19,3,0,0,0,128,32.0,48,0,335,8,4,0,,97,35,,11,11,108,0,11,3,0,0,0,121,30.25,46,0,399,9,4,0,,108,21,,54,54,162,0,54,3,0,0,0,200,50.0,75,0,462,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,3,4,5,6,0,4,6,4,4,5,1,1,3,2,26,diverse,uni,49140,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
9,knv04ntt,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:48.002760+00:00,1,,,137,8.85,jawroz7g,,,,,0,10,0.05,0.0,2.00,9,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,4,17,10,10,30,0,44,4,0,0,0,37,9.25,14,0,80,1,1,0,,30,14,,3,3,33,0,3,4,0,0,0,43,10.75,17,0,99,2,1,0,,33,14,,4,4,37,0,4,4,0,0,0,48,12.0,18,0,124,3,1,0,,37,17,,4,4,41,0,4,4,0,0,0,54,13.5,21,0,148,4,1,0,,41,24,,8,8,49,0,8,4,0,0,0,85,21.25,32,0,178,5,1,0,,49,19,,16,16,65,0,16,4,0,0,0,91,22.75,35,0,221,6,1,0,,65,26,,12,12,77,0,12,4,0,0,0,100,25.0,38,0,270,7,1,0,,77,24,,27,27,104,0,27,4,0,0,0,134,33.5,51,0,322,8,1,0,,104,60,,-5,-5,99,0,-5,4,0,0,0,146,36.5,55,0,392,9,1,0,,99,42,,24,24,123,0,24,4,0,0,0,174,43.5,66,0,466,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,0,6,1,1,2,1,0,5,1,3,5,6,2,1,48,diverse,uni,46154,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
10,who9x1uv,,1,82,82,Outro,Outro_Final,2021-03-16 19:17:48.030015+00:00,1,,,181,11.05,jawroz7g,,,,,0,10,0.05,0.0,2.00,10,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,10,20,4,4,24,0,47,4,0,0,0,37,9.25,14,0,80,1,2,0,,24,8,,9,9,33,0,9,4,0,0,0,43,10.75,17,0,99,2,2,0,,33,15,,3,3,36,0,3,4,0,0,0,48,12.0,18,0,124,3,2,0,,36,9,,12,12,48,0,12,4,0,0,0,54,13.5,21,0,148,4,2,0,,48,21,,11,11,59,0,11,4,0,0,0,85,21.25,32,0,178,5,2,0,,59,31,,4,4,63,0,4,4,0,0,0,91,22.75,35,0,221,6,2,0,,63,31,,7,7,70,0,7,4,0,0,0,100,25.0,38,0,270,7,2,0,,70,15,,36,36,106,0,36,4,0,0,0,134,33.5,51,0,322,8,2,0,,106,23,,32,32,138,0,32,4,0,0,0,146,36.5,55,0,392,9,2,0,,138,46,,20,20,158,0,20,4,0,0,0,174,43.5,66,0,466,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,5,5,5,1,2,2,2,0,1,4,5,4,5,6,58,diverse,uni,23351,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
