participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.num_rounds,session.config.real_world_currency_per_point,session.config.risk,session.config.participation_fee,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,x3qljll0,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:35.816006+00:00,1,,,28,3.40,sfujzxqi,,,,,0,10,0.05,0.33,2.00,1,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,10,14,6,6,26,0,39,2,0,0,0,41,10.25,16,0,80,1,1,0,,26,8,,9,9,35,0,9,2,0,0,0,44,11.0,17,0,103,2,1,0,,35,19,,4,4,39,0,4,2,0,0,0,60,15.0,23,0,127,3,1,0,,39,19,,6,6,45,0,6,2,0,0,0,66,16.5,25,0,159,4,1,0,,45,17,,12,12,57,0,12,2,0,0,0,76,19.0,29,0,193,5,1,0,,57,20,,13,13,70,0,13,2,0,0,0,86,21.5,33,0,233,6,1,0,,70,22,,8,-31,39,0,-31,2,0,1,1,78,19.5,30,0,279,7,1,0,,39,9,,7,-16,23,0,-16,2,0,1,1,42,10.5,16,0,161,8,1,0,,23,4,,4,4,27,0,4,2,0,0,0,20,5.0,8,0,93,9,1,0,,27,6,,2,-12,15,0,-12,2,0,1,1,20,5.0,8,0,105,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,1,2,4,4,2,0,0,3,6,3,2,6,2,4,60,diverse,uni,35548,0,lorem ipsum 1,lorem ipsum 2,0,1,1
2,j1ln2h33,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:35.868049+00:00,1,,,35,3.75,sfujzxqi,,,,,0,10,0.05,0.33,2.00,2,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,13,18,3,3,23,0,43,2,0,0,0,41,10.25,16,0,80,1,2,0,,23,7,,10,10,33,0,10,2,0,0,0,44,11.0,17,0,103,2,2,0,,33,13,,10,10,43,0,10,2,0,0,0,60,15.0,23,0,127,3,2,0,,43,14,,11,11,54,0,11,2,0,0,0,66,16.5,25,0,159,4,2,0,,54,25,,4,4,58,0,4,2,0,0,0,76,19.0,29,0,193,5,2,0,,58,21,,12,12,70,0,12,2,0,0,0,86,21.5,33,0,233,6,2,0,,70,19,,11,-29,41,0,-29,2,0,1,1,78,19.5,30,0,279,7,2,0,,41,14,,2,-19,22,0,-19,2,0,1,1,42,10.5,16,0,161,8,2,0,,22,5,,3,3,25,0,3,2,0,0,0,20,5.0,8,0,93,9,2,0,,25,4,,4,-10,15,0,-10,2,0,1,1,20,5.0,8,0,105,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,5,0,6,2,6,3,5,2,0,3,0,0,4,0,31,diverse,uni,31371,1,lorem ipsum 1,lorem ipsum 2,0,1,1
3,1ygv5mao,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:35.905639+00:00,1,,,26,3.30,sfujzxqi,,,,,0,10,0.05,0.33,2.00,3,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,9,13,7,7,27,0,38,2,0,0,0,41,10.25,16,0,80,1,3,0,,27,14,,3,3,30,0,3,2,0,0,0,44,11.0,17,0,103,2,3,0,,30,15,,8,8,38,0,8,2,0,0,0,60,15.0,23,0,127,3,3,0,,38,17,,8,8,46,0,8,2,0,0,0,66,16.5,25,0,159,4,3,0,,46,21,,8,8,54,0,8,2,0,0,0,76,19.0,29,0,193,5,3,0,,54,20,,13,13,67,0,13,2,0,0,0,86,21.5,33,0,233,6,3,0,,67,15,,15,-26,41,0,-26,2,0,1,1,78,19.5,30,0,279,7,3,0,,41,10,,6,-17,24,0,-17,2,0,1,1,42,10.5,16,0,161,8,3,0,,24,4,,4,4,28,0,4,2,0,0,0,20,5.0,8,0,93,9,3,0,,28,6,,2,-13,15,0,-13,2,0,1,1,20,5.0,8,0,105,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,0,2,0,1,2,5,4,3,5,2,0,4,1,3,29,diverse,uni,39187,0,lorem ipsum 1,lorem ipsum 2,0,1,1
4,6bktslym,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:35.940341+00:00,1,,,30,3.50,sfujzxqi,,,,,0,10,0.05,0.33,2.00,4,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,9,17,7,7,27,0,42,2,0,0,0,41,10.25,16,0,80,1,4,0,,27,15,,2,2,29,0,2,2,0,0,0,44,11.0,17,0,103,2,4,0,,29,13,,10,10,39,0,10,2,0,0,0,60,15.0,23,0,127,3,4,0,,39,16,,9,9,48,0,9,2,0,0,0,66,16.5,25,0,159,4,4,0,,48,13,,16,16,64,0,16,2,0,0,0,76,19.0,29,0,193,5,4,0,,64,25,,8,8,72,0,8,2,0,0,0,86,21.5,33,0,233,6,4,0,,72,22,,8,-32,40,0,-32,2,0,1,1,78,19.5,30,0,279,7,4,0,,40,9,,7,-16,24,0,-16,2,0,1,1,42,10.5,16,0,161,8,4,0,,24,7,,1,1,25,0,1,2,0,0,0,20,5.0,8,0,93,9,4,0,,25,4,,4,-10,15,0,-10,2,0,1,1,20,5.0,8,0,105,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,1,1,1,0,6,5,1,4,3,1,3,2,4,4,21,diverse,uni,46835,1,lorem ipsum 1,lorem ipsum 2,0,1,1
5,ohflk6d3,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:35.978788+00:00,1,,,43,4.15,sfujzxqi,,,,,0,10,0.05,0.33,2.00,5,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,7,18,9,9,29,0,43,3,0,0,0,41,10.25,16,0,80,1,1,0,,29,11,,6,6,35,0,6,3,0,0,0,44,11.0,17,0,103,2,1,0,,35,18,,4,4,39,0,4,3,0,0,0,58,14.5,22,0,127,3,1,0,,39,16,,7,7,46,0,7,3,0,0,0,60,15.0,23,0,157,4,1,0,,46,16,,11,11,57,0,11,3,0,0,0,71,17.75,27,0,189,5,1,0,,57,17,,13,-22,35,0,-22,3,0,1,1,79,19.75,30,0,226,6,1,0,,35,13,,4,4,39,0,4,3,0,0,0,43,10.75,17,0,134,7,1,0,,39,12,,6,6,45,0,6,3,0,0,0,48,12.0,18,0,159,8,1,0,,45,13,,7,7,52,0,7,3,0,0,0,52,13.0,20,0,183,9,1,0,,52,10,,6,-23,29,0,-23,3,0,1,1,41,10.25,16,0,211,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,0,0,2,0,3,0,1,6,5,2,2,5,1,6,24,diverse,uni,49224,3,lorem ipsum 1,lorem ipsum 2,0,1,1
6,crm1hqu4,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:36.069967+00:00,1,,,47,4.35,sfujzxqi,,,,,0,10,0.05,0.33,2.00,6,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,9,20,7,7,27,0,45,3,0,0,0,41,10.25,16,0,80,1,2,0,,27,14,,3,3,30,0,3,3,0,0,0,44,11.0,17,0,103,2,2,0,,30,13,,9,9,39,0,9,3,0,0,0,58,14.5,22,0,127,3,2,0,,39,11,,12,12,51,0,12,3,0,0,0,60,15.0,23,0,157,4,2,0,,51,18,,9,9,60,0,9,3,0,0,0,71,17.75,27,0,189,5,2,0,,60,24,,6,-27,33,0,-27,3,0,1,1,79,19.75,30,0,226,6,2,0,,33,10,,7,7,40,0,7,3,0,0,0,43,10.75,17,0,134,7,2,0,,40,13,,5,5,45,0,5,3,0,0,0,48,12.0,18,0,159,8,2,0,,45,13,,7,7,52,0,7,3,0,0,0,52,13.0,20,0,183,9,2,0,,52,10,,6,-23,29,0,-23,3,0,1,1,41,10.25,16,0,211,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,2,5,5,2,0,1,5,3,1,0,2,1,3,1,36,diverse,uni,43571,1,lorem ipsum 1,lorem ipsum 2,0,1,1
7,p4s3wv7l,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:36.112184+00:00,1,,,51,4.55,sfujzxqi,,,,,0,10,0.05,0.33,2.00,7,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,12,18,4,4,24,0,43,3,0,0,0,41,10.25,16,0,80,1,3,0,,24,9,,8,8,32,0,8,3,0,0,0,44,11.0,17,0,103,2,3,0,,32,13,,9,9,41,0,9,3,0,0,0,58,14.5,22,0,127,3,3,0,,41,15,,8,8,49,0,8,3,0,0,0,60,15.0,23,0,157,4,3,0,,49,17,,10,10,59,0,10,3,0,0,0,71,17.75,27,0,189,5,3,0,,59,20,,10,-24,35,0,-24,3,0,1,1,79,19.75,30,0,226,6,3,0,,35,9,,8,8,43,0,8,3,0,0,0,43,10.75,17,0,134,7,3,0,,43,13,,5,5,48,0,5,3,0,0,0,48,12.0,18,0,159,8,3,0,,48,12,,8,8,56,0,8,3,0,0,0,52,13.0,20,0,183,9,3,0,,56,9,,7,-24,32,0,-24,3,0,1,1,41,10.25,16,0,211,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,5,5,3,4,6,0,2,4,2,0,5,2,0,4,32,diverse,uni,35072,3,lorem ipsum 1,lorem ipsum 2,0,1,1
8,xcv6jiyy,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:36.151178+00:00,1,,,40,4.00,sfujzxqi,,,,,0,10,0.05,0.33,2.00,8,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,13,10,3,3,23,0,35,3,0,0,0,41,10.25,16,0,80,1,4,0,,23,10,,7,7,30,0,7,3,0,0,0,44,11.0,17,0,103,2,4,0,,30,14,,8,8,38,0,8,3,0,0,0,58,14.5,22,0,127,3,4,0,,38,18,,5,5,43,0,5,3,0,0,0,60,15.0,23,0,157,4,4,0,,43,20,,7,7,50,0,7,3,0,0,0,71,17.75,27,0,189,5,4,0,,50,18,,12,-19,31,0,-19,3,0,1,1,79,19.75,30,0,226,6,4,0,,31,11,,6,6,37,0,6,3,0,0,0,43,10.75,17,0,134,7,4,0,,37,10,,8,8,45,0,8,3,0,0,0,48,12.0,18,0,159,8,4,0,,45,14,,6,6,51,0,6,3,0,0,0,52,13.0,20,0,183,9,4,0,,51,12,,4,-23,28,0,-23,3,0,1,1,41,10.25,16,0,211,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,3,5,2,4,4,2,0,2,5,1,5,6,0,1,52,diverse,uni,30584,3,lorem ipsum 1,lorem ipsum 2,0,1,1
9,xr4xr4mo,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:36.206528+00:00,1,,,31,3.55,sfujzxqi,,,,,0,10,0.05,0.33,2.00,9,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,11,14,4,4,24,0,41,4,0,0,0,38,9.5,15,0,80,1,1,0,,24,11,,8,8,32,0,8,4,0,0,0,50,12.5,19,0,102,2,1,0,,32,10,,10,-11,21,0,-11,4,0,1,1,51,12.75,20,0,128,3,1,0,,21,10,,1,1,22,0,1,4,0,0,0,27,6.75,11,0,79,4,1,0,,22,7,,6,6,28,0,6,4,0,0,0,33,8.25,13,0,96,5,1,0,,28,12,,3,-12,16,0,-12,4,0,1,1,40,10.0,15,0,115,6,1,0,,16,3,,3,3,19,0,3,4,0,0,0,16,4.0,6,0,69,7,1,0,,19,3,,3,3,22,0,3,4,0,0,0,16,4.0,6,0,77,8,1,0,,22,5,,3,-9,13,0,-9,4,0,1,1,21,5.25,8,0,85,9,1,0,,13,2,,1,1,14,0,1,4,0,0,0,8,2.0,3,0,49,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,4,4,3,0,5,0,1,5,0,2,6,5,2,2,30,diverse,uni,37475,1,lorem ipsum 1,lorem ipsum 2,0,1,1
10,i60jcpjm,,1,82,82,Outro,Outro_Final,2021-03-17 11:54:36.268441+00:00,1,,,24,3.20,sfujzxqi,,,,,0,10,0.05,0.33,2.00,10,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,7,11,8,8,28,0,38,4,0,0,0,38,9.5,15,0,80,1,2,0,,28,16,,3,3,31,0,3,4,0,0,0,50,12.5,19,0,102,2,2,0,,31,13,,7,-12,19,0,-12,4,0,1,1,51,12.75,20,0,128,3,2,0,,19,6,,5,5,24,0,5,4,0,0,0,27,6.75,11,0,79,4,2,0,,24,7,,6,6,30,0,6,4,0,0,0,33,8.25,13,0,96,5,2,0,,30,10,,5,-12,18,0,-12,4,0,1,1,40,10.0,15,0,115,6,2,0,,18,5,,1,1,19,0,1,4,0,0,0,16,4.0,6,0,69,7,2,0,,19,4,,2,2,21,0,2,4,0,0,0,16,4.0,6,0,77,8,2,0,,21,5,,3,-9,12,0,-9,4,0,1,1,21,5.25,8,0,85,9,2,0,,12,1,,2,2,14,0,2,4,0,0,0,8,2.0,3,0,49,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,5,1,2,0,2,4,0,3,6,4,6,0,4,0,38,diverse,uni,45011,2,lorem ipsum 1,lorem ipsum 2,0,1,1
