participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.num_rounds,session.config.participation_fee,session.config.risk,session.config.real_world_currency_per_point,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,lgqfuobl,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.174961+00:00,1,,,113,7.65,mncxohsn,,,,,0,10,2.00,0.0,0.05,1,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,7,12,8,8,28,0,39,2,0,0,0,38,9.5,15,0,80,1,1,0,,28,13,,4,4,32,0,4,2,0,0,0,43,10.75,17,0,102,2,1,0,,32,13,,9,9,41,0,9,2,0,0,0,58,14.5,22,0,127,3,1,0,,41,14,,9,9,50,0,9,2,0,0,0,61,15.25,23,0,157,4,1,0,,50,14,,9,9,59,0,9,2,0,0,0,59,14.75,23,0,188,5,1,0,,59,17,,10,10,69,0,10,2,0,0,0,70,17.5,27,0,221,6,1,0,,69,25,,7,7,76,0,7,2,0,0,0,84,21.0,32,0,259,7,1,0,,76,27,,9,9,85,0,9,2,0,0,0,94,23.5,36,0,303,8,1,0,,85,26,,3,3,88,0,3,2,0,0,0,77,19.25,29,0,353,9,1,0,,88,15,,14,14,102,0,14,2,0,0,0,76,19.0,29,0,392,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,4,0,5,5,2,2,1,6,3,5,2,5,4,2,63,diverse,uni,37736,3,lorem ipsum 1,lorem ipsum 2,0,1,1
2,vku3i2as,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.224179+00:00,1,,,125,8.25,mncxohsn,,,,,0,10,2.00,0.0,0.05,2,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,10,17,5,5,25,0,44,2,0,0,0,38,9.5,15,0,80,1,2,0,,25,8,,9,9,34,0,9,2,0,0,0,43,10.75,17,0,102,2,2,0,,34,13,,9,9,43,0,9,2,0,0,0,58,14.5,22,0,127,3,2,0,,43,15,,8,8,51,0,8,2,0,0,0,61,15.25,23,0,157,4,2,0,,51,17,,6,6,57,0,6,2,0,0,0,59,14.75,23,0,188,5,2,0,,57,24,,3,3,60,0,3,2,0,0,0,70,17.5,27,0,221,6,2,0,,60,18,,14,14,74,0,14,2,0,0,0,84,21.0,32,0,259,7,2,0,,74,25,,11,11,85,0,11,2,0,0,0,94,23.5,36,0,303,8,2,0,,85,15,,14,14,99,0,14,2,0,0,0,77,19.25,29,0,353,9,2,0,,99,22,,7,7,106,0,7,2,0,0,0,76,19.0,29,0,392,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,1,6,4,2,2,2,3,2,4,4,3,2,1,5,51,diverse,uni,43613,3,lorem ipsum 1,lorem ipsum 2,0,1,1
3,4tjujq37,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.250494+00:00,1,,,122,8.10,mncxohsn,,,,,0,10,2.00,0.0,0.05,3,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,8,10,7,7,27,0,37,2,0,0,0,38,9.5,15,0,80,1,3,0,,27,9,,8,8,35,0,8,2,0,0,0,43,10.75,17,0,102,2,3,0,,35,18,,4,4,39,0,4,2,0,0,0,58,14.5,22,0,127,3,3,0,,39,19,,4,4,43,0,4,2,0,0,0,61,15.25,23,0,157,4,3,0,,43,17,,6,6,49,0,6,2,0,0,0,59,14.75,23,0,188,5,3,0,,49,12,,15,15,64,0,15,2,0,0,0,70,17.5,27,0,221,6,3,0,,64,23,,9,9,73,0,9,2,0,0,0,84,21.0,32,0,259,7,3,0,,73,20,,16,16,89,0,16,2,0,0,0,94,23.5,36,0,303,8,3,0,,89,19,,10,10,99,0,10,2,0,0,0,77,19.25,29,0,353,9,3,0,,99,16,,13,13,112,0,13,2,0,0,0,76,19.0,29,0,392,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,3,0,1,5,3,2,2,2,3,6,0,4,2,1,31,diverse,uni,47695,3,lorem ipsum 1,lorem ipsum 2,0,1,1
4,n2vwfvov,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.275193+00:00,1,,,135,8.75,mncxohsn,,,,,0,10,2.00,0.0,0.05,4,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,13,18,2,2,22,0,45,2,0,0,0,38,9.5,15,0,80,1,4,0,,22,13,,4,4,26,0,4,2,0,0,0,43,10.75,17,0,102,2,4,0,,26,14,,8,8,34,0,8,2,0,0,0,58,14.5,22,0,127,3,4,0,,34,13,,10,10,44,0,10,2,0,0,0,61,15.25,23,0,157,4,4,0,,44,11,,12,12,56,0,12,2,0,0,0,59,14.75,23,0,188,5,4,0,,56,17,,10,10,66,0,10,2,0,0,0,70,17.5,27,0,221,6,4,0,,66,18,,14,14,80,0,14,2,0,0,0,84,21.0,32,0,259,7,4,0,,80,22,,14,14,94,0,14,2,0,0,0,94,23.5,36,0,303,8,4,0,,94,17,,12,12,106,0,12,2,0,0,0,77,19.25,29,0,353,9,4,0,,106,23,,6,6,112,0,6,2,0,0,0,76,19.0,29,0,392,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,1,5,0,0,6,6,2,2,0,6,4,0,0,1,39,diverse,uni,32846,1,lorem ipsum 1,lorem ipsum 2,0,1,1
5,wydeo87p,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.301451+00:00,1,,,120,8.00,mncxohsn,,,,,0,10,2.00,0.0,0.05,5,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,13,12,4,4,24,0,36,3,0,0,0,43,10.75,17,0,80,1,1,0,,24,10,,9,9,33,0,9,3,0,0,0,49,12.25,19,0,105,2,1,0,,33,18,,7,7,40,0,7,3,0,0,0,65,16.25,25,0,132,3,1,0,,40,17,,7,7,47,0,7,3,0,0,0,64,16.0,24,0,167,4,1,0,,47,16,,14,14,61,0,14,3,0,0,0,80,20.0,30,0,199,5,1,0,,61,16,,15,15,76,0,15,3,0,0,0,82,20.5,31,0,239,6,1,0,,76,23,,7,7,83,0,7,3,0,0,0,78,19.5,30,0,281,7,1,0,,83,26,,4,4,87,0,4,3,0,0,0,80,20.0,30,0,323,8,1,0,,87,21,,14,14,101,0,14,3,0,0,0,91,22.75,35,0,363,9,1,0,,101,26,,7,7,108,0,7,3,0,0,0,86,21.5,33,0,412,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,1,3,2,0,4,6,3,3,2,1,2,3,6,5,26,diverse,uni,21591,2,lorem ipsum 1,lorem ipsum 2,0,1,1
6,phciqhx5,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.378940+00:00,1,,,126,8.30,mncxohsn,,,,,0,10,2.00,0.0,0.05,6,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,11,11,6,6,26,0,35,3,0,0,0,43,10.75,17,0,80,1,2,0,,26,9,,10,10,36,0,10,3,0,0,0,49,12.25,19,0,105,2,2,0,,36,20,,5,5,41,0,5,3,0,0,0,65,16.25,25,0,132,3,2,0,,41,14,,10,10,51,0,10,3,0,0,0,64,16.0,24,0,167,4,2,0,,51,23,,7,7,58,0,7,3,0,0,0,80,20.0,30,0,199,5,2,0,,58,23,,8,8,66,0,8,3,0,0,0,82,20.5,31,0,239,6,2,0,,66,17,,13,13,79,0,13,3,0,0,0,78,19.5,30,0,281,7,2,0,,79,17,,13,13,92,0,13,3,0,0,0,80,20.0,30,0,323,8,2,0,,92,25,,10,10,102,0,10,3,0,0,0,91,22.75,35,0,363,9,2,0,,102,18,,15,15,117,0,15,3,0,0,0,86,21.5,33,0,412,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,6,4,6,5,4,0,0,1,3,3,4,5,2,5,38,diverse,uni,26103,1,lorem ipsum 1,lorem ipsum 2,0,1,1
7,gniw1j1v,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.405114+00:00,1,,,131,8.55,mncxohsn,,,,,0,10,2.00,0.0,0.05,7,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,12,19,5,5,25,0,43,3,0,0,0,43,10.75,17,0,80,1,3,0,,25,14,,5,5,30,0,5,3,0,0,0,49,12.25,19,0,105,2,3,0,,30,9,,16,16,46,0,16,3,0,0,0,65,16.25,25,0,132,3,3,0,,46,14,,10,10,56,0,10,3,0,0,0,64,16.0,24,0,167,4,3,0,,56,25,,5,5,61,0,5,3,0,0,0,80,20.0,30,0,199,5,3,0,,61,19,,12,12,73,0,12,3,0,0,0,82,20.5,31,0,239,6,3,0,,73,23,,7,7,80,0,7,3,0,0,0,78,19.5,30,0,281,7,3,0,,80,18,,12,12,92,0,12,3,0,0,0,80,20.0,30,0,323,8,3,0,,92,22,,13,13,105,0,13,3,0,0,0,91,22.75,35,0,363,9,3,0,,105,25,,8,8,113,0,8,3,0,0,0,86,21.5,33,0,412,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,1,0,2,5,2,6,0,6,0,5,0,1,3,5,55,diverse,uni,40983,0,lorem ipsum 1,lorem ipsum 2,0,1,1
8,ea8lmr1i,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.443309+00:00,1,,,125,8.25,mncxohsn,,,,,0,10,2.00,0.0,0.05,8,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,7,11,10,10,30,0,35,3,0,0,0,43,10.75,17,0,80,1,4,0,,30,16,,3,3,33,0,3,3,0,0,0,49,12.25,19,0,105,2,4,0,,33,18,,7,7,40,0,7,3,0,0,0,65,16.25,25,0,132,3,4,0,,40,19,,5,5,45,0,5,3,0,0,0,64,16.0,24,0,167,4,4,0,,45,16,,14,14,59,0,14,3,0,0,0,80,20.0,30,0,199,5,4,0,,59,24,,7,7,66,0,7,3,0,0,0,82,20.5,31,0,239,6,4,0,,66,15,,15,15,81,0,15,3,0,0,0,78,19.5,30,0,281,7,4,0,,81,19,,11,11,92,0,11,3,0,0,0,80,20.0,30,0,323,8,4,0,,92,23,,12,12,104,0,12,3,0,0,0,91,22.75,35,0,363,9,4,0,,104,17,,16,16,120,0,16,3,0,0,0,86,21.5,33,0,412,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,5,5,5,1,6,3,0,6,4,3,4,6,5,2,53,diverse,uni,22285,1,lorem ipsum 1,lorem ipsum 2,0,1,1
9,v3hcsi2m,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.469265+00:00,1,,,132,8.60,mncxohsn,,,,,0,10,2.00,0.0,0.05,9,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,10,20,4,4,24,0,47,4,0,0,0,37,9.25,14,0,80,1,1,0,,24,10,,6,6,30,0,6,4,0,0,0,41,10.25,16,0,99,2,1,0,,30,14,,7,7,37,0,7,4,0,0,0,55,13.75,21,0,122,3,1,0,,37,15,,6,6,43,0,6,4,0,0,0,54,13.5,21,0,151,4,1,0,,43,18,,8,8,51,0,8,4,0,0,0,69,17.25,26,0,181,5,1,0,,51,20,,8,8,59,0,8,4,0,0,0,73,18.25,28,0,216,6,1,0,,59,19,,14,14,73,0,14,4,0,0,0,87,21.75,33,0,255,7,1,0,,73,23,,9,9,82,0,9,4,0,0,0,85,21.25,32,0,300,8,1,0,,82,18,,14,14,96,0,14,4,0,0,0,83,20.75,32,0,343,9,1,0,,96,23,,13,13,109,0,13,4,0,0,0,95,23.75,36,0,388,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,2,1,1,3,4,1,4,5,0,6,0,4,3,6,32,diverse,uni,23435,3,lorem ipsum 1,lorem ipsum 2,0,1,1
10,hz3g9mqd,,1,82,82,Outro,Outro_Final,2021-03-17 11:47:35.495339+00:00,1,,,128,8.40,mncxohsn,,,,,0,10,2.00,0.0,0.05,10,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,9,19,5,5,25,0,46,4,0,0,0,37,9.25,14,0,80,1,2,0,,25,14,,2,2,27,0,2,4,0,0,0,41,10.25,16,0,99,2,2,0,,27,11,,10,10,37,0,10,4,0,0,0,55,13.75,21,0,122,3,2,0,,37,13,,8,8,45,0,8,4,0,0,0,54,13.5,21,0,151,4,2,0,,45,17,,9,9,54,0,9,4,0,0,0,69,17.25,26,0,181,5,2,0,,54,14,,14,14,68,0,14,4,0,0,0,73,18.25,28,0,216,6,2,0,,68,26,,7,7,75,0,7,4,0,0,0,87,21.75,33,0,255,7,2,0,,75,23,,9,9,84,0,9,4,0,0,0,85,21.25,32,0,300,8,2,0,,84,19,,13,13,97,0,13,4,0,0,0,83,20.75,32,0,343,9,2,0,,97,26,,10,10,107,0,10,4,0,0,0,95,23.75,36,0,388,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,3,4,2,3,3,2,5,4,6,4,0,0,5,0,52,diverse,uni,20396,3,lorem ipsum 1,lorem ipsum 2,0,1,1
