participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.risk,session.config.num_rounds,session.config.participation_fee,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,3tyat25c,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.012576+00:00,1,,,59,4.95,j2abth0q,,,,,0,0.05,0.25,10,2.00,1,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,9,14,4,4,24,0,43,2,0,0,0,34,8.5,13,0,80,1,1,0,,24,14,,11,11,35,0,11,2,0,0,0,65,16.25,25,0,98,2,1,0,,35,20,,1,-17,18,0,-17,2,0,1,1,55,13.75,21,0,133,3,1,0,,18,14,,0,0,18,0,0,2,0,0,0,36,9.0,14,0,82,4,1,0,,18,6,,9,9,27,0,9,2,0,0,0,38,9.5,15,0,102,5,1,0,,27,8,,15,15,42,0,15,2,0,0,0,61,15.25,23,0,124,6,1,0,,42,21,,11,11,53,0,11,2,0,0,0,83,20.75,32,0,155,7,1,0,,53,38,,14,14,67,0,14,2,0,0,0,138,34.5,52,0,200,8,1,0,,67,49,,9,9,76,0,9,2,0,1,0,153,38.25,58,0,270,9,1,0,,76,58,,3,-36,40,0,-36,2,0,1,1,161,40.25,61,0,349,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,2,1,1,2,6,4,4,1,0,3,2,2,2,4,34,diverse,uni,34809,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
2,89ifrcgn,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.085708+00:00,1,,,72,5.60,j2abth0q,,,,,0,0.05,0.25,10,2.00,2,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,8,20,5,5,25,0,49,2,0,0,0,34,8.5,13,0,80,1,2,0,,25,19,,6,6,31,0,6,2,0,0,0,65,16.25,25,0,98,2,2,0,,31,13,,8,-11,20,0,-11,2,0,1,1,55,13.75,21,0,133,3,2,0,,20,10,,4,4,24,0,4,2,0,0,0,36,9.0,14,0,82,4,2,0,,24,13,,2,2,26,0,2,2,0,0,0,38,9.5,15,0,102,5,2,0,,26,15,,8,8,34,0,8,2,0,0,0,61,15.25,23,0,124,6,2,0,,34,27,,5,5,39,0,5,2,0,0,0,83,20.75,32,0,155,7,2,0,,39,22,,30,30,69,0,30,2,0,0,0,138,34.5,52,0,200,8,2,0,,69,51,,7,7,76,0,7,2,0,1,0,153,38.25,58,0,270,9,2,0,,76,42,,19,-28,48,0,-28,2,0,1,1,161,40.25,61,0,349,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,2,6,0,4,4,1,3,5,1,5,1,5,4,3,21,diverse,uni,42990,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
3,0vm31flq,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.119631+00:00,1,,,75,5.75,j2abth0q,,,,,0,0.05,0.25,10,2.00,3,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,6,14,7,7,27,0,43,2,0,0,0,34,8.5,13,0,80,1,3,0,,27,19,,6,6,33,0,6,2,0,0,0,65,16.25,25,0,98,2,3,0,,33,7,,14,-9,24,0,-9,2,0,1,1,55,13.75,21,0,133,3,3,0,,24,6,,8,8,32,0,8,2,0,0,0,36,9.0,14,0,82,4,3,0,,32,13,,2,2,34,0,2,2,0,0,0,38,9.5,15,0,102,5,3,0,,34,9,,14,14,48,0,14,2,0,0,0,61,15.25,23,0,124,6,3,0,,48,27,,5,5,53,0,5,2,0,0,0,83,20.75,32,0,155,7,3,0,,53,37,,15,15,68,0,15,2,0,0,0,138,34.5,52,0,200,8,3,0,,68,35,,23,23,91,0,23,2,0,1,0,153,38.25,58,0,270,9,3,0,,91,35,,26,-32,59,0,-32,2,0,1,1,161,40.25,61,0,349,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,2,5,0,1,6,0,0,4,5,6,3,2,4,1,35,diverse,uni,36869,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
4,qbfgiszl,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.150950+00:00,1,,,98,6.90,j2abth0q,,,,,0,0.05,0.25,10,2.00,4,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,11,20,2,2,22,0,49,2,0,0,0,34,8.5,13,0,80,1,4,0,,22,13,,12,12,34,0,12,2,0,0,0,65,16.25,25,0,98,2,4,0,,34,15,,6,-14,20,0,-14,2,0,1,1,55,13.75,21,0,133,3,4,0,,20,6,,8,8,28,0,8,2,0,0,0,36,9.0,14,0,82,4,4,0,,28,6,,9,9,37,0,9,2,0,0,0,38,9.5,15,0,102,5,4,0,,37,29,,-6,-6,31,0,-6,2,0,0,0,61,15.25,23,0,124,6,4,0,,31,8,,24,24,55,0,24,2,0,0,0,83,20.75,32,0,155,7,4,0,,55,41,,11,11,66,0,11,2,0,0,0,138,34.5,52,0,200,8,4,0,,66,18,,40,40,106,0,40,2,0,1,0,153,38.25,58,0,270,9,4,0,,106,26,,35,-35,71,0,-35,2,0,1,1,161,40.25,61,0,349,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,2,6,5,6,5,3,3,3,0,6,0,4,0,3,54,diverse,uni,26219,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
5,7zxaczqh,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.185364+00:00,1,,,99,6.95,j2abth0q,,,,,0,0.05,0.25,10,2.00,5,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,13,12,6,6,26,0,32,3,0,0,0,49,12.25,19,0,80,1,1,0,,26,9,,8,8,34,0,8,3,0,0,0,45,11.25,17,0,107,2,1,0,,34,25,,2,2,36,0,2,3,0,1,0,70,17.5,27,0,130,3,1,0,,36,13,,18,18,54,0,18,3,0,0,0,81,20.25,31,0,168,4,1,0,,54,40,,13,13,67,0,13,3,0,0,0,139,34.75,53,0,211,5,1,0,,67,16,,23,23,90,0,23,3,0,0,0,102,25.5,39,0,284,6,1,0,,90,67,,-5,-5,85,0,-5,3,0,0,0,164,41.0,62,0,338,7,1,0,,85,34,,23,-31,54,0,-31,3,0,1,1,150,37.5,57,0,422,8,1,0,,54,40,,14,14,68,0,14,3,0,0,0,142,35.5,54,0,251,9,1,0,,68,17,,25,25,93,0,25,3,0,0,0,112,28.0,42,0,325,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,2,3,4,1,0,2,6,5,5,5,4,4,6,6,23,diverse,uni,32732,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
6,i31xi0s3,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.221546+00:00,1,,,103,7.15,j2abth0q,,,,,0,0.05,0.25,10,2.00,6,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,10,20,9,9,29,0,40,3,0,0,0,49,12.25,19,0,80,1,2,0,,29,17,,0,0,29,0,0,3,0,0,0,45,11.25,17,0,107,2,2,0,,29,13,,14,14,43,0,14,3,0,1,0,70,17.5,27,0,130,3,2,0,,43,14,,17,17,60,0,17,3,0,0,0,81,20.25,31,0,168,4,2,0,,60,40,,13,13,73,0,13,3,0,0,0,139,34.75,53,0,211,5,2,0,,73,30,,9,9,82,0,9,3,0,0,0,102,25.5,39,0,284,6,2,0,,82,33,,29,29,111,0,29,3,0,0,0,164,41.0,62,0,338,7,2,0,,111,23,,34,-38,73,0,-38,3,0,1,1,150,37.5,57,0,422,8,2,0,,73,44,,10,10,83,0,10,3,0,0,0,142,35.5,54,0,251,9,2,0,,83,33,,9,9,92,0,9,3,0,0,0,112,28.0,42,0,325,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,5,6,5,0,2,3,1,4,4,1,3,6,0,6,29,diverse,uni,23237,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
7,9ad2y8ga,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.257443+00:00,1,,,99,6.95,j2abth0q,,,,,0,0.05,0.25,10,2.00,7,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,11,19,8,8,28,0,39,3,0,0,0,49,12.25,19,0,80,1,3,0,,28,12,,5,5,33,0,5,3,0,0,0,45,11.25,17,0,107,2,3,0,,33,25,,2,2,35,0,2,3,0,1,0,70,17.5,27,0,130,3,3,0,,35,28,,3,3,38,0,3,3,0,0,0,81,20.25,31,0,168,4,3,0,,38,19,,34,34,72,0,34,3,0,0,0,139,34.75,53,0,211,5,3,0,,72,33,,6,6,78,0,6,3,0,0,0,102,25.5,39,0,284,6,3,0,,78,47,,15,15,93,0,15,3,0,0,0,164,41.0,62,0,338,7,3,0,,93,42,,15,-39,54,0,-39,3,0,1,1,150,37.5,57,0,422,8,3,0,,54,20,,34,34,88,0,34,3,0,0,0,142,35.5,54,0,251,9,3,0,,88,42,,0,0,88,0,0,3,0,0,0,112,28.0,42,0,325,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,1,3,4,6,5,4,2,0,3,1,6,1,3,1,32,diverse,uni,45183,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
8,ip2ntbs4,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.291468+00:00,1,,,124,8.20,j2abth0q,,,,,0,0.05,0.25,10,2.00,8,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,15,20,4,4,24,0,40,3,0,0,0,49,12.25,19,0,80,1,4,0,,24,7,,10,10,34,0,10,3,0,0,0,45,11.25,17,0,107,2,4,0,,34,7,,20,20,54,0,20,3,0,1,0,70,17.5,27,0,130,3,4,0,,54,26,,5,5,59,0,5,3,0,0,0,81,20.25,31,0,168,4,4,0,,59,40,,13,13,72,0,13,3,0,0,0,139,34.75,53,0,211,5,4,0,,72,23,,16,16,88,0,16,3,0,0,0,102,25.5,39,0,284,6,4,0,,88,17,,45,45,133,0,45,3,0,0,0,164,41.0,62,0,338,7,4,0,,133,51,,6,-63,70,0,-63,3,0,1,1,150,37.5,57,0,422,8,4,0,,70,38,,16,16,86,0,16,3,0,0,0,142,35.5,54,0,251,9,4,0,,86,20,,22,22,108,0,22,3,0,0,0,112,28.0,42,0,325,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,5,4,2,2,4,3,3,6,5,0,2,4,6,6,26,diverse,uni,26062,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
9,dkcmbqdo,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.329647+00:00,1,,,241,14.05,j2abth0q,,,,,0,0.05,0.25,10,2.00,9,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,13,13,1,1,21,0,41,4,0,0,0,36,9.0,14,0,80,1,1,0,,21,16,,5,5,26,0,5,4,0,0,0,54,13.5,21,0,100,2,1,0,,26,19,,9,9,35,0,9,4,0,0,0,74,18.5,28,0,130,3,1,0,,35,25,,3,3,38,0,3,4,0,0,0,74,18.5,28,0,168,4,1,0,,38,11,,30,30,68,0,30,4,0,0,0,107,26.75,41,0,206,5,1,0,,68,51,,12,12,80,0,12,4,0,0,0,168,42.0,63,0,263,6,1,0,,80,26,,36,36,116,0,36,4,0,0,0,165,41.25,62,0,347,7,1,0,,116,38,,32,32,148,0,32,4,0,0,0,186,46.5,70,0,430,8,1,0,,148,75,,14,14,162,0,14,4,0,0,0,237,59.25,89,0,524,9,1,0,,162,100,,59,59,221,0,59,4,0,0,0,423,105.75,159,0,643,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,5,5,2,1,6,4,5,0,3,3,0,5,1,3,51,diverse,uni,30289,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
10,s4r515ki,,1,82,82,Outro,Outro_Final,2021-03-16 19:00:52.362405+00:00,1,,,251,14.55,j2abth0q,,,,,0,0.05,0.25,10,2.00,10,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,7,18,7,7,27,0,46,4,0,0,0,36,9.0,14,0,80,1,2,0,,27,16,,5,5,32,0,5,4,0,0,0,54,13.5,21,0,100,2,2,0,,32,23,,5,5,37,0,5,4,0,0,0,74,18.5,28,0,130,3,2,0,,37,9,,19,19,56,0,19,4,0,0,0,74,18.5,28,0,168,4,2,0,,56,33,,8,8,64,0,8,4,0,0,0,107,26.75,41,0,206,5,2,0,,64,51,,12,12,76,0,12,4,0,0,0,168,42.0,63,0,263,6,2,0,,76,28,,34,34,110,0,34,4,0,0,0,165,41.25,62,0,347,7,2,0,,110,43,,27,27,137,0,27,4,0,0,0,186,46.5,70,0,430,8,2,0,,137,51,,38,38,175,0,38,4,0,0,0,237,59.25,89,0,524,9,2,0,,175,102,,57,57,232,0,57,4,0,0,0,423,105.75,159,0,643,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,3,1,5,1,5,2,0,6,3,2,4,2,3,4,64,diverse,uni,44488,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
