participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.num_rounds,session.config.risk,session.config.participation_fee,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,cgl90exl,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.389419+00:00,1,,,32,3.60,etvc9q2x,,,,,0,0.05,10,0.33,2.00,1,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,5,11,7,7,27,0,42,2,0,0,0,31,7.75,12,0,80,1,1,0,,27,7,,6,6,33,0,6,2,0,0,0,33,8.25,13,0,97,2,1,0,,33,17,,1,-16,17,0,-16,2,0,1,1,46,11.5,18,0,116,3,1,0,,17,3,,5,5,22,0,5,2,0,0,0,21,5.25,8,0,71,4,1,0,,22,10,,4,-9,13,0,-9,2,0,1,1,37,9.25,14,0,82,5,1,0,,13,5,,3,3,16,0,3,2,0,0,0,20,5.0,8,0,51,6,1,0,,16,7,,1,-7,9,0,-7,2,0,1,1,21,5.25,8,0,63,7,1,0,,9,4,,2,2,11,0,2,2,0,0,0,15,3.75,6,0,39,8,1,0,,11,2,,4,4,15,0,4,2,0,0,0,15,3.75,6,0,48,9,1,0,,15,9,,2,2,17,0,2,2,0,0,0,28,7.0,11,0,57,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,4,4,5,0,2,4,5,4,1,0,1,2,5,3,54,diverse,uni,20080,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
2,6uo8533t,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.478994+00:00,1,,,42,4.10,etvc9q2x,,,,,0,0.05,10,0.33,2.00,2,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,5,20,7,7,27,0,51,2,0,0,0,31,7.75,12,0,80,1,2,0,,27,13,,0,0,27,0,0,2,0,0,0,33,8.25,13,0,97,2,2,0,,27,9,,9,-9,18,0,-9,2,0,1,1,46,11.5,18,0,116,3,2,0,,18,4,,4,4,22,0,4,2,0,0,0,21,5.25,8,0,71,4,2,0,,22,7,,7,-7,15,0,-7,2,0,1,1,37,9.25,14,0,82,5,2,0,,15,7,,1,1,16,0,1,2,0,0,0,20,5.0,8,0,51,6,2,0,,16,3,,5,-5,11,0,-5,2,0,1,1,21,5.25,8,0,63,7,2,0,,11,3,,3,3,14,0,3,2,0,0,0,15,3.75,6,0,39,8,2,0,,14,4,,2,2,16,0,2,2,0,0,0,15,3.75,6,0,48,9,2,0,,16,9,,2,2,18,0,2,2,0,0,0,28,7.0,11,0,57,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,0,2,2,5,4,1,0,1,4,0,2,4,5,0,37,diverse,uni,43298,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
3,beeexphy,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.508184+00:00,1,,,41,4.05,etvc9q2x,,,,,0,0.05,10,0.33,2.00,3,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,10,10,2,2,22,0,41,2,0,0,0,31,7.75,12,0,80,1,3,0,,22,5,,8,8,30,0,8,2,0,0,0,33,8.25,13,0,97,2,3,0,,30,10,,8,-11,19,0,-11,2,0,1,1,46,11.5,18,0,116,3,3,0,,19,8,,0,0,19,0,0,2,0,0,0,21,5.25,8,0,71,4,3,0,,19,11,,3,-8,11,0,-8,2,0,1,1,37,9.25,14,0,82,5,3,0,,11,5,,3,3,14,0,3,2,0,0,0,20,5.0,8,0,51,6,3,0,,14,7,,1,-6,8,0,-6,2,0,1,1,21,5.25,8,0,63,7,3,0,,8,3,,3,3,11,0,3,2,0,0,0,15,3.75,6,0,39,8,3,0,,11,2,,4,4,15,0,4,2,0,0,0,15,3.75,6,0,48,9,3,0,,15,4,,7,7,22,0,7,2,0,0,0,28,7.0,11,0,57,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,3,3,6,4,2,5,3,5,5,1,4,6,1,1,21,diverse,uni,42286,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
4,6xx336zr,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.535280+00:00,1,,,45,4.25,etvc9q2x,,,,,0,0.05,10,0.33,2.00,4,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,11,19,1,1,21,0,50,2,0,0,0,31,7.75,12,0,80,1,4,0,,21,8,,5,5,26,0,5,2,0,0,0,33,8.25,13,0,97,2,4,0,,26,10,,8,-9,17,0,-9,2,0,1,1,46,11.5,18,0,116,3,4,0,,17,6,,2,2,19,0,2,2,0,0,0,21,5.25,8,0,71,4,4,0,,19,9,,5,-7,12,0,-7,2,0,1,1,37,9.25,14,0,82,5,4,0,,12,3,,5,5,17,0,5,2,0,0,0,20,5.0,8,0,51,6,4,0,,17,4,,4,-6,11,0,-6,2,0,1,1,21,5.25,8,0,63,7,4,0,,11,5,,1,1,12,0,1,2,0,0,0,15,3.75,6,0,39,8,4,0,,12,7,,-1,-1,11,0,-1,2,0,0,0,15,3.75,6,0,48,9,4,0,,11,6,,5,5,16,0,5,2,0,0,0,28,7.0,11,0,57,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,4,3,2,1,6,6,2,3,1,2,0,5,1,1,34,diverse,uni,24185,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
5,8jndsyta,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.561765+00:00,1,,,31,3.55,etvc9q2x,,,,,0,0.05,10,0.33,2.00,5,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,10,12,6,6,26,0,37,3,0,0,0,41,10.25,16,0,80,1,1,0,,26,6,,7,7,33,0,7,3,0,0,0,33,8.25,13,0,103,2,1,0,,33,9,,13,-10,23,0,-10,3,0,1,1,58,14.5,22,0,122,3,1,0,,23,7,,6,6,29,0,6,3,0,0,0,34,8.5,13,0,76,4,1,0,,29,12,,6,6,35,0,6,3,0,1,0,47,11.75,18,0,94,5,1,0,,35,8,,9,-13,22,0,-13,3,0,1,1,43,10.75,17,0,119,6,1,0,,22,13,,0,0,22,0,0,3,0,0,0,34,8.5,13,0,73,7,1,0,,22,11,,5,5,27,0,5,3,0,0,0,41,10.25,16,0,91,8,1,0,,27,11,,7,-10,17,0,-10,3,0,1,1,47,11.75,18,0,114,9,1,0,,17,9,,3,3,20,0,3,3,0,0,0,31,7.75,12,0,70,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,2,4,4,4,3,1,3,4,5,0,0,0,0,5,55,diverse,uni,30321,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
6,8bd7ndlj,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.591924+00:00,1,,,34,3.70,etvc9q2x,,,,,0,0.05,10,0.33,2.00,6,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,12,11,4,4,24,0,36,3,0,0,0,41,10.25,16,0,80,1,2,0,,24,7,,6,6,30,0,6,3,0,0,0,33,8.25,13,0,103,2,2,0,,30,18,,4,-13,17,0,-13,3,0,1,1,58,14.5,22,0,122,3,2,0,,17,10,,3,3,20,0,3,3,0,0,0,34,8.5,13,0,76,4,2,0,,20,10,,8,8,28,0,8,3,0,1,0,47,11.75,18,0,94,5,2,0,,28,14,,3,-12,16,0,-12,3,0,1,1,43,10.75,17,0,119,6,2,0,,16,5,,8,8,24,0,8,3,0,0,0,34,8.5,13,0,73,7,2,0,,24,11,,5,5,29,0,5,3,0,0,0,41,10.25,16,0,91,8,2,0,,29,17,,1,-14,15,0,-14,3,0,1,1,47,11.75,18,0,114,9,2,0,,15,5,,7,7,22,0,7,3,0,0,0,31,7.75,12,0,70,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,6,5,3,2,0,1,1,5,5,4,2,0,4,3,43,diverse,uni,32348,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
7,ydr6aob8,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.620239+00:00,1,,,33,3.65,etvc9q2x,,,,,0,0.05,10,0.33,2.00,7,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,3,0,6,20,12,12,4,4,24,0,37,3,0,0,0,41,10.25,16,0,80,1,3,0,,24,7,,6,6,30,0,6,3,0,0,0,33,8.25,13,0,103,2,3,0,,30,14,,8,-11,19,0,-11,3,0,1,1,58,14.5,22,0,122,3,3,0,,19,7,,6,6,25,0,6,3,0,0,0,34,8.5,13,0,76,4,3,0,,25,14,,4,4,29,0,4,3,0,1,0,47,11.75,18,0,94,5,3,0,,29,8,,9,-10,19,0,-10,3,0,1,1,43,10.75,17,0,119,6,3,0,,19,10,,3,3,22,0,3,3,0,0,0,34,8.5,13,0,73,7,3,0,,22,12,,4,4,26,0,4,3,0,0,0,41,10.25,16,0,91,8,3,0,,26,13,,5,-10,16,0,-10,3,0,1,1,47,11.75,18,0,114,9,3,0,,16,8,,4,4,20,0,4,3,0,0,0,31,7.75,12,0,70,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,1,3,1,5,5,6,2,4,5,2,5,0,5,5,19,diverse,uni,23480,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
8,kjwnlu4v,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.645486+00:00,1,,,32,3.60,etvc9q2x,,,,,0,0.05,10,0.33,2.00,8,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,4,0,,20,7,11,9,9,29,0,36,3,0,0,0,41,10.25,16,0,80,1,4,0,,29,13,,0,0,29,0,0,3,0,0,0,33,8.25,13,0,103,2,4,0,,29,17,,5,-12,17,0,-12,3,0,1,1,58,14.5,22,0,122,3,4,0,,17,10,,3,3,20,0,3,3,0,0,0,34,8.5,13,0,76,4,4,0,,20,11,,7,7,27,0,7,3,0,1,0,47,11.75,18,0,94,5,4,0,,27,13,,4,-11,16,0,-11,3,0,1,1,43,10.75,17,0,119,6,4,0,,16,6,,7,7,23,0,7,3,0,0,0,34,8.5,13,0,73,7,4,0,,23,7,,9,9,32,0,9,3,0,0,0,41,10.25,16,0,91,8,4,0,,32,6,,12,-10,22,0,-10,3,0,1,1,47,11.75,18,0,114,9,4,0,,22,9,,3,3,25,0,3,3,0,0,0,31,7.75,12,0,70,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,1,0,1,5,1,3,3,5,4,2,0,3,4,0,53,diverse,uni,39682,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
9,nh5sa9jh,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.673592+00:00,1,,,61,5.05,etvc9q2x,,,,,0,0.05,10,0.33,2.00,9,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,1,0,6,20,6,20,5,5,25,0,53,4,0,0,0,28,7.0,11,0,80,1,1,0,,25,7,,4,4,29,0,4,4,0,0,0,29,7.25,11,0,96,2,1,0,,29,8,,8,8,37,0,8,4,0,0,0,41,10.25,16,0,111,3,1,0,,37,12,,5,5,42,0,5,4,0,0,0,43,10.75,17,0,134,4,1,0,,42,21,,2,-20,22,0,-20,4,0,1,1,61,15.25,23,0,159,5,1,0,,22,6,,4,4,26,0,4,4,0,0,0,25,6.25,10,0,96,6,1,0,,26,8,,10,10,36,0,10,4,0,0,0,46,11.5,18,0,111,7,1,0,,36,19,,2,-17,19,0,-17,4,0,1,1,55,13.75,21,0,137,8,1,0,,19,5,,9,9,28,0,9,4,0,0,0,36,9.0,14,0,83,9,1,0,,28,9,,5,5,33,0,5,4,0,0,0,35,8.75,14,0,103,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,5,3,0,2,1,6,5,0,6,3,0,5,1,2,41,diverse,uni,40908,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
10,erezcfj8,,1,82,82,Outro,Outro_Final,2021-03-16 19:50:33.702591+00:00,1,,,51,4.55,etvc9q2x,,,,,0,0.05,10,0.33,2.00,10,1,1,Chrome Canary,20,20,25,25,58,50,,,0,1,1,2,0,6,20,10,13,1,1,21,0,46,4,0,0,0,28,7.0,11,0,80,1,2,0,,21,6,,5,5,26,0,5,4,0,0,0,29,7.25,11,0,96,2,2,0,,26,15,,1,1,27,0,1,4,0,0,0,41,10.25,16,0,111,3,2,0,,27,5,,12,12,39,0,12,4,0,0,0,43,10.75,17,0,134,4,2,0,,39,11,,12,-13,26,0,-13,4,0,1,1,61,15.25,23,0,159,5,2,0,,26,5,,5,5,31,0,5,4,0,0,0,25,6.25,10,0,96,6,2,0,,31,17,,1,1,32,0,1,4,0,0,0,46,11.5,18,0,111,7,2,0,,32,7,,14,-9,23,0,-9,4,0,1,1,55,13.75,21,0,137,8,2,0,,23,12,,2,2,25,0,2,4,0,0,0,36,9.0,14,0,83,9,2,0,,25,13,,1,1,26,0,1,4,0,0,0,35,8.75,14,0,103,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,3,6,2,0,4,3,1,3,2,5,1,4,5,6,43,diverse,uni,34774,yes,lorem ipsum 1,lorem ipsum 2,0,1,1
