participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.num_rounds,session.config.real_world_currency_per_point,session.config.risk,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.CQ3_1,Intro.1.player.CQ3_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.residual,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.residual,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.residual,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.residual,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.residual,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.residual,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.residual,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.residual,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.residual,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.residual,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.residual,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.residual,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.residual,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.residual,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.residual,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.PQ01,Outro.1.player.PQ02,Outro.1.player.PQ03,Outro.1.player.PQ04,Outro.1.player.PQ05,Outro.1.player.PQ06,Outro.1.player.PQ07,Outro.1.player.PQ08,Outro.1.player.PQ09,Outro.1.player.PQ10,Outro.1.player.PQ11,Outro.1.player.PQ12,Outro.1.player.PQ13,Outro.1.player.PQ14,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,n80qwl9k,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.624058+00:00,1,,,187,11.35,yr54pbq6,,,,,0,2.00,10,0.05,0.0,1,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,17,17,9,9,29,0,29,2,0,0,0,67,16.75,26,0,80,1,1,0,,29,16,,8,8,37,0,8,2,0,0,0,62,15.5,24,0,117,2,1,0,,37,18,,22,22,59,0,22,2,0,0,0,105,26.25,40,0,151,3,1,0,,59,29,,7,7,66,0,7,2,0,0,0,96,24.0,36,0,206,4,1,0,,66,39,,5,5,71,0,5,2,0,0,0,117,29.25,44,0,254,5,1,0,,71,23,,24,24,95,0,24,2,0,0,0,123,30.75,47,0,313,6,1,0,,95,27,,18,18,113,0,18,2,0,0,0,120,30.0,45,0,378,7,1,0,,113,52,,14,14,127,0,14,2,0,0,0,176,44.0,66,0,438,8,1,0,,127,29,,35,35,162,0,35,2,0,0,0,169,42.25,64,0,526,9,1,0,,162,32,,25,25,187,0,25,2,0,0,0,151,37.75,57,0,613,10,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,1,4,3,5,6,5,2,3,4,4,4,5,3,6,6,45,diverse,uni,44295,2,lorem ipsum 1,lorem ipsum 2,0,1,1
2,2z7edhln,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.681206+00:00,1,,,151,9.55,yr54pbq6,,,,,0,2.00,10,0.05,0.0,2,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,15,11,11,11,31,0,31,2,0,0,0,67,16.75,26,0,80,1,2,0,,31,14,,10,10,41,0,10,2,0,0,0,62,15.5,24,0,117,2,2,0,,41,32,,8,8,49,0,8,2,0,0,0,105,26.25,40,0,151,3,2,0,,49,29,,7,7,56,0,7,2,0,0,0,96,24.0,36,0,206,4,2,0,,56,28,,16,16,72,0,16,2,0,0,0,117,29.25,44,0,254,5,2,0,,72,38,,9,9,81,0,9,2,0,0,0,123,30.75,47,0,313,6,2,0,,81,25,,20,20,101,0,20,2,0,0,0,120,30.0,45,0,378,7,2,0,,101,47,,19,19,120,0,19,2,0,0,0,176,44.0,66,0,438,8,2,0,,120,47,,17,17,137,0,17,2,0,0,0,169,42.25,64,0,526,9,2,0,,137,43,,14,14,151,0,14,2,0,0,0,151,37.75,57,0,613,10,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,2,4,6,3,3,5,5,5,3,3,0,0,0,5,4,56,diverse,uni,47463,1,lorem ipsum 1,lorem ipsum 2,0,1,1
3,3u6selr9,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.706260+00:00,1,,,176,10.80,yr54pbq6,,,,,0,2.00,10,0.05,0.0,3,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,18,14,8,8,28,0,28,2,0,0,0,67,16.75,26,0,80,1,3,0,,28,12,,12,12,40,0,12,2,0,0,0,62,15.5,24,0,117,2,3,0,,40,31,,9,9,49,0,9,2,0,0,0,105,26.25,40,0,151,3,3,0,,49,19,,17,17,66,0,17,2,0,0,0,96,24.0,36,0,206,4,3,0,,66,23,,21,21,87,0,21,2,0,0,0,117,29.25,44,0,254,5,3,0,,87,35,,12,12,99,0,12,2,0,0,0,123,30.75,47,0,313,6,3,0,,99,37,,8,8,107,0,8,2,0,0,0,120,30.0,45,0,378,7,3,0,,107,30,,36,36,143,0,36,2,0,0,0,176,44.0,66,0,438,8,3,0,,143,49,,15,15,158,0,15,2,0,0,0,169,42.25,64,0,526,9,3,0,,158,39,,18,18,176,0,18,2,0,0,0,151,37.75,57,0,613,10,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,3,0,6,1,5,4,1,6,0,2,5,5,0,2,4,56,diverse,uni,49452,2,lorem ipsum 1,lorem ipsum 2,0,1,1
4,z7d99qce,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.730323+00:00,1,,,176,10.80,yr54pbq6,,,,,0,2.00,10,0.05,0.0,4,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,17,14,9,9,29,0,29,2,0,0,0,67,16.75,26,0,80,1,4,0,,29,20,,4,4,33,0,4,2,0,0,0,62,15.5,24,0,117,2,4,0,,33,24,,16,16,49,0,16,2,0,0,0,105,26.25,40,0,151,3,4,0,,49,19,,17,17,66,0,17,2,0,0,0,96,24.0,36,0,206,4,4,0,,66,27,,17,17,83,0,17,2,0,0,0,117,29.25,44,0,254,5,4,0,,83,27,,20,20,103,0,20,2,0,0,0,123,30.75,47,0,313,6,4,0,,103,31,,14,14,117,0,14,2,0,0,0,120,30.0,45,0,378,7,4,0,,117,47,,19,19,136,0,19,2,0,0,0,176,44.0,66,0,438,8,4,0,,136,44,,20,20,156,0,20,2,0,0,0,169,42.25,64,0,526,9,4,0,,156,37,,20,20,176,0,20,2,0,0,0,151,37.75,57,0,613,10,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,2,0,0,0,,,,0,,15,4,6,0,5,4,2,0,5,2,5,4,5,6,2,0,51,diverse,uni,49471,2,lorem ipsum 1,lorem ipsum 2,0,1,1
5,2ec17994,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.754909+00:00,1,,,182,11.10,yr54pbq6,,,,,0,2.00,10,0.05,0.0,5,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,11,19,8,8,28,0,39,3,0,0,0,49,12.25,19,0,80,1,1,0,,28,16,,6,6,34,0,6,3,0,0,0,57,14.25,22,0,107,2,1,0,,34,24,,8,8,42,0,8,3,0,0,0,85,21.25,32,0,138,3,1,0,,42,19,,14,14,56,0,14,3,0,0,0,86,21.5,33,0,181,4,1,0,,56,29,,12,12,68,0,12,3,0,0,0,107,26.75,41,0,227,5,1,0,,68,33,,16,16,84,0,16,3,0,0,0,130,32.5,49,0,284,6,1,0,,84,46,,21,21,105,0,21,3,0,0,0,178,44.5,67,0,350,7,1,0,,105,53,,13,13,118,0,13,3,0,0,0,174,43.5,66,0,440,8,1,0,,118,27,,34,34,152,0,34,3,0,0,0,161,40.25,61,0,530,9,1,0,,152,56,,19,19,171,0,19,3,0,0,0,200,50.0,75,0,613,10,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,5,4,1,4,3,3,4,2,2,3,4,3,4,4,5,53,diverse,uni,48757,2,lorem ipsum 1,lorem ipsum 2,0,1,1
6,5tiygxp2,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.816528+00:00,1,,,190,11.50,yr54pbq6,,,,,0,2.00,10,0.05,0.0,6,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,14,15,5,5,25,0,35,3,0,0,0,49,12.25,19,0,80,1,2,0,,25,14,,8,8,33,0,8,3,0,0,0,57,14.25,22,0,107,2,2,0,,33,21,,11,11,44,0,11,3,0,0,0,85,21.25,32,0,138,3,2,0,,44,19,,14,14,58,0,14,3,0,0,0,86,21.5,33,0,181,4,2,0,,58,25,,16,16,74,0,16,3,0,0,0,107,26.75,41,0,227,5,2,0,,74,25,,24,24,98,0,24,3,0,0,0,130,32.5,49,0,284,6,2,0,,98,55,,12,12,110,0,12,3,0,0,0,178,44.5,67,0,350,7,2,0,,110,45,,21,21,131,0,21,3,0,0,0,174,43.5,66,0,440,8,2,0,,131,32,,29,29,160,0,29,3,0,0,0,161,40.25,61,0,530,9,2,0,,160,55,,20,20,180,0,20,3,0,0,0,200,50.0,75,0,613,10,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,6,0,2,6,6,3,6,0,1,4,5,6,0,2,4,37,diverse,uni,37161,1,lorem ipsum 1,lorem ipsum 2,0,1,1
7,mpkgfidy,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.840146+00:00,1,,,179,10.95,yr54pbq6,,,,,0,2.00,10,0.05,0.0,7,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,3,0,6,20,13,20,6,6,26,0,40,3,0,0,0,49,12.25,19,0,80,1,3,0,,26,13,,9,9,35,0,9,3,0,0,0,57,14.25,22,0,107,2,3,0,,35,22,,10,10,45,0,10,3,0,0,0,85,21.25,32,0,138,3,3,0,,45,26,,7,7,52,0,7,3,0,0,0,86,21.5,33,0,181,4,3,0,,52,31,,10,10,62,0,10,3,0,0,0,107,26.75,41,0,227,5,3,0,,62,24,,25,25,87,0,25,3,0,0,0,130,32.5,49,0,284,6,3,0,,87,49,,18,18,105,0,18,3,0,0,0,178,44.5,67,0,350,7,3,0,,105,44,,22,22,127,0,22,3,0,0,0,174,43.5,66,0,440,8,3,0,,127,40,,21,21,148,0,21,3,0,0,0,161,40.25,61,0,530,9,3,0,,148,58,,17,17,165,0,17,3,0,0,0,200,50.0,75,0,613,10,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,7,2,0,1,0,5,3,3,4,6,5,2,0,5,5,53,diverse,uni,45977,2,lorem ipsum 1,lorem ipsum 2,0,1,1
8,mkqj9p6b,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.864561+00:00,1,,,199,11.95,yr54pbq6,,,,,0,2.00,10,0.05,0.0,8,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,4,0,,20,11,10,8,8,28,0,30,3,0,0,0,49,12.25,19,0,80,1,4,0,,28,14,,8,8,36,0,8,3,0,0,0,57,14.25,22,0,107,2,4,0,,36,18,,14,14,50,0,14,3,0,0,0,85,21.25,32,0,138,3,4,0,,50,22,,11,11,61,0,11,3,0,0,0,86,21.5,33,0,181,4,4,0,,61,22,,19,19,80,0,19,3,0,0,0,107,26.75,41,0,227,5,4,0,,80,48,,1,1,81,0,1,3,0,0,0,130,32.5,49,0,284,6,4,0,,81,28,,39,39,120,0,39,3,0,0,0,178,44.5,67,0,350,7,4,0,,120,32,,34,34,154,0,34,3,0,0,0,174,43.5,66,0,440,8,4,0,,154,62,,-1,-1,153,0,-1,3,0,0,0,161,40.25,61,0,530,9,4,0,,153,31,,44,44,197,0,44,3,0,0,0,200,50.0,75,0,613,10,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,11,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,12,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,13,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,14,4,0,,,,,,,,0,0,3,0,0,0,,,,0,,15,8,6,2,0,6,6,5,1,6,2,1,1,1,4,1,50,diverse,uni,35713,0,lorem ipsum 1,lorem ipsum 2,0,1,1
9,a6os7p0s,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.888429+00:00,1,,,213,12.65,yr54pbq6,,,,,0,2.00,10,0.05,0.0,9,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,1,0,6,20,16,15,5,5,25,0,30,4,0,0,0,56,14.0,21,0,80,1,1,0,,25,13,,16,16,41,0,16,4,0,0,0,75,18.75,29,0,108,2,1,0,,41,21,,14,14,55,0,14,4,0,0,0,91,22.75,35,0,149,3,1,0,,55,29,,14,14,69,0,14,4,0,0,0,114,28.5,43,0,198,4,1,0,,69,38,,15,15,84,0,15,4,0,0,0,140,35.0,53,0,256,5,1,0,,84,35,,33,33,117,0,33,4,0,0,0,180,45.0,68,0,328,6,1,0,,117,55,,5,5,122,0,5,4,0,0,0,160,40.0,60,0,420,7,1,0,,122,46,,18,18,140,0,18,4,0,0,0,170,42.5,64,0,500,8,1,0,,140,58,,28,28,168,0,28,4,0,0,0,228,57.0,86,0,586,9,1,0,,168,41,,40,40,208,0,40,4,0,0,0,215,53.75,81,0,702,10,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,9,4,1,0,4,5,4,5,2,2,5,5,2,1,5,25,diverse,uni,30367,2,lorem ipsum 1,lorem ipsum 2,0,1,1
10,ilk9mxnt,,1,82,82,Outro,Outro_Final,2021-03-17 13:49:54.913501+00:00,1,,,187,11.35,yr54pbq6,,,,,0,2.00,10,0.05,0.0,10,1,1,Chrome Canary,20,20,25,25,65,58,,,0,1,1,2,0,6,20,12,12,9,9,29,0,29,4,0,0,0,56,14.0,21,0,80,1,2,0,,29,24,,5,5,34,0,5,4,0,0,0,75,18.75,29,0,108,2,2,0,,34,18,,17,17,51,0,17,4,0,0,0,91,22.75,35,0,149,3,2,0,,51,32,,11,11,62,0,11,4,0,0,0,114,28.5,43,0,198,4,2,0,,62,42,,11,11,73,0,11,4,0,0,0,140,35.0,53,0,256,5,2,0,,73,42,,26,26,99,0,26,4,0,0,0,180,45.0,68,0,328,6,2,0,,99,40,,20,20,119,0,20,4,0,0,0,160,40.0,60,0,420,7,2,0,,119,42,,22,22,141,0,22,4,0,0,0,170,42.5,64,0,500,8,2,0,,141,58,,28,28,169,0,28,4,0,0,0,228,57.0,86,0,586,9,2,0,,169,63,,18,18,187,0,18,4,0,0,0,215,53.75,81,0,702,10,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,0,,,,0,,15,10,3,2,1,0,6,4,5,0,6,1,1,6,4,0,30,diverse,uni,45916,3,lorem ipsum 1,lorem ipsum 2,0,1,1
