participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.num_rounds,session.config.risk,session.config.real_world_currency_per_point,Intro.1.player.id_in_group,Intro.1.player.window_width,Intro.1.player.window_height,Intro.1.player.browser,Intro.1.player.CQ1_1,Intro.1.player.CQ1_2,Intro.1.player.CQ2_1,Intro.1.player.CQ2_2,Intro.1.player.MCQ_1,Intro.1.player.MCQ_2,Intro.1.player.payoff,Intro.1.group.id_in_subsession,Intro.1.subsession.round_number,dPGG.1.player.id_in_group,dPGG.1.player.review_instructions,dPGG.1.player.wait_time_left,dPGG.1.player.endowment,dPGG.1.player.contribution,dPGG.1.player.belief,dPGG.1.player.gross_gain,dPGG.1.player.gain,dPGG.1.player.stock,dPGG.1.player.is_dropout,dPGG.1.player.payoff,dPGG.1.group.id_in_subsession,dPGG.1.group.EWE,dPGG.1.group.disaster,dPGG.1.group.total_contribution,dPGG.1.group.average_contribution,dPGG.1.group.individual_share,dPGG.1.group.bot_active,dPGG.1.group.wealth,dPGG.1.subsession.round_number,dPGG.2.player.id_in_group,dPGG.2.player.review_instructions,dPGG.2.player.wait_time_left,dPGG.2.player.endowment,dPGG.2.player.contribution,dPGG.2.player.belief,dPGG.2.player.gross_gain,dPGG.2.player.gain,dPGG.2.player.stock,dPGG.2.player.is_dropout,dPGG.2.player.payoff,dPGG.2.group.id_in_subsession,dPGG.2.group.EWE,dPGG.2.group.disaster,dPGG.2.group.total_contribution,dPGG.2.group.average_contribution,dPGG.2.group.individual_share,dPGG.2.group.bot_active,dPGG.2.group.wealth,dPGG.2.subsession.round_number,dPGG.3.player.id_in_group,dPGG.3.player.review_instructions,dPGG.3.player.wait_time_left,dPGG.3.player.endowment,dPGG.3.player.contribution,dPGG.3.player.belief,dPGG.3.player.gross_gain,dPGG.3.player.gain,dPGG.3.player.stock,dPGG.3.player.is_dropout,dPGG.3.player.payoff,dPGG.3.group.id_in_subsession,dPGG.3.group.EWE,dPGG.3.group.disaster,dPGG.3.group.total_contribution,dPGG.3.group.average_contribution,dPGG.3.group.individual_share,dPGG.3.group.bot_active,dPGG.3.group.wealth,dPGG.3.subsession.round_number,dPGG.4.player.id_in_group,dPGG.4.player.review_instructions,dPGG.4.player.wait_time_left,dPGG.4.player.endowment,dPGG.4.player.contribution,dPGG.4.player.belief,dPGG.4.player.gross_gain,dPGG.4.player.gain,dPGG.4.player.stock,dPGG.4.player.is_dropout,dPGG.4.player.payoff,dPGG.4.group.id_in_subsession,dPGG.4.group.EWE,dPGG.4.group.disaster,dPGG.4.group.total_contribution,dPGG.4.group.average_contribution,dPGG.4.group.individual_share,dPGG.4.group.bot_active,dPGG.4.group.wealth,dPGG.4.subsession.round_number,dPGG.5.player.id_in_group,dPGG.5.player.review_instructions,dPGG.5.player.wait_time_left,dPGG.5.player.endowment,dPGG.5.player.contribution,dPGG.5.player.belief,dPGG.5.player.gross_gain,dPGG.5.player.gain,dPGG.5.player.stock,dPGG.5.player.is_dropout,dPGG.5.player.payoff,dPGG.5.group.id_in_subsession,dPGG.5.group.EWE,dPGG.5.group.disaster,dPGG.5.group.total_contribution,dPGG.5.group.average_contribution,dPGG.5.group.individual_share,dPGG.5.group.bot_active,dPGG.5.group.wealth,dPGG.5.subsession.round_number,dPGG.6.player.id_in_group,dPGG.6.player.review_instructions,dPGG.6.player.wait_time_left,dPGG.6.player.endowment,dPGG.6.player.contribution,dPGG.6.player.belief,dPGG.6.player.gross_gain,dPGG.6.player.gain,dPGG.6.player.stock,dPGG.6.player.is_dropout,dPGG.6.player.payoff,dPGG.6.group.id_in_subsession,dPGG.6.group.EWE,dPGG.6.group.disaster,dPGG.6.group.total_contribution,dPGG.6.group.average_contribution,dPGG.6.group.individual_share,dPGG.6.group.bot_active,dPGG.6.group.wealth,dPGG.6.subsession.round_number,dPGG.7.player.id_in_group,dPGG.7.player.review_instructions,dPGG.7.player.wait_time_left,dPGG.7.player.endowment,dPGG.7.player.contribution,dPGG.7.player.belief,dPGG.7.player.gross_gain,dPGG.7.player.gain,dPGG.7.player.stock,dPGG.7.player.is_dropout,dPGG.7.player.payoff,dPGG.7.group.id_in_subsession,dPGG.7.group.EWE,dPGG.7.group.disaster,dPGG.7.group.total_contribution,dPGG.7.group.average_contribution,dPGG.7.group.individual_share,dPGG.7.group.bot_active,dPGG.7.group.wealth,dPGG.7.subsession.round_number,dPGG.8.player.id_in_group,dPGG.8.player.review_instructions,dPGG.8.player.wait_time_left,dPGG.8.player.endowment,dPGG.8.player.contribution,dPGG.8.player.belief,dPGG.8.player.gross_gain,dPGG.8.player.gain,dPGG.8.player.stock,dPGG.8.player.is_dropout,dPGG.8.player.payoff,dPGG.8.group.id_in_subsession,dPGG.8.group.EWE,dPGG.8.group.disaster,dPGG.8.group.total_contribution,dPGG.8.group.average_contribution,dPGG.8.group.individual_share,dPGG.8.group.bot_active,dPGG.8.group.wealth,dPGG.8.subsession.round_number,dPGG.9.player.id_in_group,dPGG.9.player.review_instructions,dPGG.9.player.wait_time_left,dPGG.9.player.endowment,dPGG.9.player.contribution,dPGG.9.player.belief,dPGG.9.player.gross_gain,dPGG.9.player.gain,dPGG.9.player.stock,dPGG.9.player.is_dropout,dPGG.9.player.payoff,dPGG.9.group.id_in_subsession,dPGG.9.group.EWE,dPGG.9.group.disaster,dPGG.9.group.total_contribution,dPGG.9.group.average_contribution,dPGG.9.group.individual_share,dPGG.9.group.bot_active,dPGG.9.group.wealth,dPGG.9.subsession.round_number,dPGG.10.player.id_in_group,dPGG.10.player.review_instructions,dPGG.10.player.wait_time_left,dPGG.10.player.endowment,dPGG.10.player.contribution,dPGG.10.player.belief,dPGG.10.player.gross_gain,dPGG.10.player.gain,dPGG.10.player.stock,dPGG.10.player.is_dropout,dPGG.10.player.payoff,dPGG.10.group.id_in_subsession,dPGG.10.group.EWE,dPGG.10.group.disaster,dPGG.10.group.total_contribution,dPGG.10.group.average_contribution,dPGG.10.group.individual_share,dPGG.10.group.bot_active,dPGG.10.group.wealth,dPGG.10.subsession.round_number,dPGG.11.player.id_in_group,dPGG.11.player.review_instructions,dPGG.11.player.wait_time_left,dPGG.11.player.endowment,dPGG.11.player.contribution,dPGG.11.player.belief,dPGG.11.player.gross_gain,dPGG.11.player.gain,dPGG.11.player.stock,dPGG.11.player.is_dropout,dPGG.11.player.payoff,dPGG.11.group.id_in_subsession,dPGG.11.group.EWE,dPGG.11.group.disaster,dPGG.11.group.total_contribution,dPGG.11.group.average_contribution,dPGG.11.group.individual_share,dPGG.11.group.bot_active,dPGG.11.group.wealth,dPGG.11.subsession.round_number,dPGG.12.player.id_in_group,dPGG.12.player.review_instructions,dPGG.12.player.wait_time_left,dPGG.12.player.endowment,dPGG.12.player.contribution,dPGG.12.player.belief,dPGG.12.player.gross_gain,dPGG.12.player.gain,dPGG.12.player.stock,dPGG.12.player.is_dropout,dPGG.12.player.payoff,dPGG.12.group.id_in_subsession,dPGG.12.group.EWE,dPGG.12.group.disaster,dPGG.12.group.total_contribution,dPGG.12.group.average_contribution,dPGG.12.group.individual_share,dPGG.12.group.bot_active,dPGG.12.group.wealth,dPGG.12.subsession.round_number,dPGG.13.player.id_in_group,dPGG.13.player.review_instructions,dPGG.13.player.wait_time_left,dPGG.13.player.endowment,dPGG.13.player.contribution,dPGG.13.player.belief,dPGG.13.player.gross_gain,dPGG.13.player.gain,dPGG.13.player.stock,dPGG.13.player.is_dropout,dPGG.13.player.payoff,dPGG.13.group.id_in_subsession,dPGG.13.group.EWE,dPGG.13.group.disaster,dPGG.13.group.total_contribution,dPGG.13.group.average_contribution,dPGG.13.group.individual_share,dPGG.13.group.bot_active,dPGG.13.group.wealth,dPGG.13.subsession.round_number,dPGG.14.player.id_in_group,dPGG.14.player.review_instructions,dPGG.14.player.wait_time_left,dPGG.14.player.endowment,dPGG.14.player.contribution,dPGG.14.player.belief,dPGG.14.player.gross_gain,dPGG.14.player.gain,dPGG.14.player.stock,dPGG.14.player.is_dropout,dPGG.14.player.payoff,dPGG.14.group.id_in_subsession,dPGG.14.group.EWE,dPGG.14.group.disaster,dPGG.14.group.total_contribution,dPGG.14.group.average_contribution,dPGG.14.group.individual_share,dPGG.14.group.bot_active,dPGG.14.group.wealth,dPGG.14.subsession.round_number,dPGG.15.player.id_in_group,dPGG.15.player.review_instructions,dPGG.15.player.wait_time_left,dPGG.15.player.endowment,dPGG.15.player.contribution,dPGG.15.player.belief,dPGG.15.player.gross_gain,dPGG.15.player.gain,dPGG.15.player.stock,dPGG.15.player.is_dropout,dPGG.15.player.payoff,dPGG.15.group.id_in_subsession,dPGG.15.group.EWE,dPGG.15.group.disaster,dPGG.15.group.total_contribution,dPGG.15.group.average_contribution,dPGG.15.group.individual_share,dPGG.15.group.bot_active,dPGG.15.group.wealth,dPGG.15.subsession.round_number,Outro.1.player.id_in_group,Outro.1.player.Age,Outro.1.player.Gender,Outro.1.player.Education,Outro.1.player.Income,Outro.1.player.Comprehension,Outro.1.player.CLICCS1,Outro.1.player.CLICCS2,Outro.1.player.payoff,Outro.1.group.id_in_subsession,Outro.1.subsession.round_number
1,kfhihzgy,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.767440+00:00,1,,,72,5.60,m6rcza66,,,,,0,2.00,10,0.0,0.05,1,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,9,19,3,3,23,0,23,2,0,0,28,9.33,12,0,60,1,1,0,,23,13,,1,1,24,0,1,2,0,0,32,10.67,14,0,68,2,1,0,,24,14,,3,3,27,0,3,2,0,0,39,13.0,17,0,78,3,1,0,,27,11,,6,6,33,0,6,2,0,0,40,13.33,17,0,90,4,1,0,,33,17,,6,6,39,0,6,2,0,0,53,17.67,23,0,101,5,1,0,,39,23,,0,0,39,0,0,2,0,0,53,17.67,23,0,117,6,1,0,,39,17,,8,8,47,0,8,2,0,0,58,19.33,25,0,133,7,1,0,,47,25,,11,11,58,0,11,2,0,0,86,28.67,36,0,150,8,1,0,,58,33,,11,11,69,0,11,2,0,0,105,35.0,44,0,172,9,1,0,,69,34,,3,3,72,0,3,2,0,0,88,29.33,37,0,199,10,1,0,,,,,,,,0,0,2,0,0,,,,0,,11,1,0,,,,,,,,0,0,2,0,0,,,,0,,12,1,0,,,,,,,,0,0,2,0,0,,,,0,,13,1,0,,,,,,,,0,0,2,0,0,,,,0,,14,1,0,,,,,,,,0,0,2,0,0,,,,0,,15,1,25,diverse,uni,25279,yes,lorem ipsum,lorem ipsum,0,1,1
2,gp6dhr2t,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.821473+00:00,1,,,78,5.90,m6rcza66,,,,,0,2.00,10,0.0,0.05,2,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,6,19,6,6,26,0,26,2,0,0,28,9.33,12,0,60,1,2,0,,26,9,,5,5,31,0,5,2,0,0,32,10.67,14,0,68,2,2,0,,31,17,,0,0,31,0,0,2,0,0,39,13.0,17,0,78,3,2,0,,31,16,,1,1,32,0,1,2,0,0,40,13.33,17,0,90,4,2,0,,32,16,,7,7,39,0,7,2,0,0,53,17.67,23,0,101,5,2,0,,39,16,,7,7,46,0,7,2,0,0,53,17.67,23,0,117,6,2,0,,46,17,,8,8,54,0,8,2,0,0,58,19.33,25,0,133,7,2,0,,54,35,,1,1,55,0,1,2,0,0,86,28.67,36,0,150,8,2,0,,55,35,,9,9,64,0,9,2,0,0,105,35.0,44,0,172,9,2,0,,64,23,,14,14,78,0,14,2,0,0,88,29.33,37,0,199,10,2,0,,,,,,,,0,0,2,0,0,,,,0,,11,2,0,,,,,,,,0,0,2,0,0,,,,0,,12,2,0,,,,,,,,0,0,2,0,0,,,,0,,13,2,0,,,,,,,,0,0,2,0,0,,,,0,,14,2,0,,,,,,,,0,0,2,0,0,,,,0,,15,2,24,diverse,uni,39743,yes,lorem ipsum,lorem ipsum,0,1,1
3,t58sxjgj,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.849822+00:00,1,,,72,5.60,m6rcza66,,,,,0,2.00,10,0.0,0.05,3,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,13,17,-1,-1,19,0,19,2,0,0,28,9.33,12,0,60,1,3,0,,19,10,,4,4,23,0,4,2,0,0,32,10.67,14,0,68,2,3,0,,23,8,,9,9,32,0,9,2,0,0,39,13.0,17,0,78,3,3,0,,32,13,,4,4,36,0,4,2,0,0,40,13.33,17,0,90,4,3,0,,36,20,,3,3,39,0,3,2,0,0,53,17.67,23,0,101,5,3,0,,39,14,,9,9,48,0,9,2,0,0,53,17.67,23,0,117,6,3,0,,48,24,,1,1,49,0,1,2,0,0,58,19.33,25,0,133,7,3,0,,49,26,,10,10,59,0,10,2,0,0,86,28.67,36,0,150,8,3,0,,59,37,,7,7,66,0,7,2,0,0,105,35.0,44,0,172,9,3,0,,66,31,,6,6,72,0,6,2,0,0,88,29.33,37,0,199,10,3,0,,,,,,,,0,0,2,0,0,,,,0,,11,3,0,,,,,,,,0,0,2,0,0,,,,0,,12,3,0,,,,,,,,0,0,2,0,0,,,,0,,13,3,0,,,,,,,,0,0,2,0,0,,,,0,,14,3,0,,,,,,,,0,0,2,0,0,,,,0,,15,3,21,diverse,uni,48239,yes,lorem ipsum,lorem ipsum,0,1,1
4,tsaf6pc8,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.874559+00:00,1,,,68,5.40,m6rcza66,,,,,0,2.00,10,0.0,0.05,4,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,9,10,3,3,23,0,23,3,0,0,27,9.0,12,0,60,1,1,0,,23,15,,-1,-1,22,0,-1,3,0,0,32,10.67,14,0,69,2,1,0,,22,7,,6,6,28,0,6,3,0,0,31,10.33,13,0,79,3,1,0,,28,15,,5,5,33,0,5,3,0,0,46,15.33,20,0,87,4,1,0,,33,19,,1,1,34,0,1,3,0,0,46,15.33,20,0,101,5,1,0,,34,11,,12,12,46,0,12,3,0,0,55,18.33,23,0,115,6,1,0,,46,30,,-2,-2,44,0,-2,3,0,0,67,22.33,28,0,129,7,1,0,,44,27,,2,2,46,0,2,3,0,0,69,23.0,29,0,146,8,1,0,,46,20,,15,15,61,0,15,3,0,0,84,28.0,35,0,164,9,1,0,,61,36,,7,7,68,0,7,3,0,0,102,34.0,43,0,185,10,1,0,,,,,,,,0,0,3,0,0,,,,0,,11,1,0,,,,,,,,0,0,3,0,0,,,,0,,12,1,0,,,,,,,,0,0,3,0,0,,,,0,,13,1,0,,,,,,,,0,0,3,0,0,,,,0,,14,1,0,,,,,,,,0,0,3,0,0,,,,0,,15,4,25,diverse,uni,46058,yes,lorem ipsum,lorem ipsum,0,1,1
5,xapp2cmk,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.897686+00:00,1,,,74,5.70,m6rcza66,,,,,0,2.00,10,0.0,0.05,5,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,6,12,6,6,26,0,26,3,0,0,27,9.0,12,0,60,1,2,0,,26,9,,5,5,31,0,5,3,0,0,32,10.67,14,0,69,2,2,0,,31,12,,1,1,32,0,1,3,0,0,31,10.33,13,0,79,3,2,0,,32,21,,-1,-1,31,0,-1,3,0,0,46,15.33,20,0,87,4,2,0,,31,14,,6,6,37,0,6,3,0,0,46,15.33,20,0,101,5,2,0,,37,21,,2,2,39,0,2,3,0,0,55,18.33,23,0,115,6,2,0,,39,22,,6,6,45,0,6,3,0,0,67,22.33,28,0,129,7,2,0,,45,18,,11,11,56,0,11,3,0,0,69,23.0,29,0,146,8,2,0,,56,32,,3,3,59,0,3,3,0,0,84,28.0,35,0,164,9,2,0,,59,28,,15,15,74,0,15,3,0,0,102,34.0,43,0,185,10,2,0,,,,,,,,0,0,3,0,0,,,,0,,11,2,0,,,,,,,,0,0,3,0,0,,,,0,,12,2,0,,,,,,,,0,0,3,0,0,,,,0,,13,2,0,,,,,,,,0,0,3,0,0,,,,0,,14,2,0,,,,,,,,0,0,3,0,0,,,,0,,15,5,24,diverse,uni,36983,yes,lorem ipsum,lorem ipsum,0,1,1
6,8fv18pf4,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.920705+00:00,1,,,70,5.50,m6rcza66,,,,,0,2.00,10,0.0,0.05,6,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,12,12,0,0,20,0,20,3,0,0,27,9.0,12,0,60,1,3,0,,20,8,,6,6,26,0,6,3,0,0,32,10.67,14,0,69,2,3,0,,26,12,,1,1,27,0,1,3,0,0,31,10.33,13,0,79,3,3,0,,27,10,,10,10,37,0,10,3,0,0,46,15.33,20,0,87,4,3,0,,37,13,,7,7,44,0,7,3,0,0,46,15.33,20,0,101,5,3,0,,44,23,,0,0,44,0,0,3,0,0,55,18.33,23,0,115,6,3,0,,44,15,,13,13,57,0,13,3,0,0,67,22.33,28,0,129,7,3,0,,57,24,,5,5,62,0,5,3,0,0,69,23.0,29,0,146,8,3,0,,62,32,,3,3,65,0,3,3,0,0,84,28.0,35,0,164,9,3,0,,65,38,,5,5,70,0,5,3,0,0,102,34.0,43,0,185,10,3,0,,,,,,,,0,0,3,0,0,,,,0,,11,3,0,,,,,,,,0,0,3,0,0,,,,0,,12,3,0,,,,,,,,0,0,3,0,0,,,,0,,13,3,0,,,,,,,,0,0,3,0,0,,,,0,,14,3,0,,,,,,,,0,0,3,0,0,,,,0,,15,6,21,diverse,uni,23329,yes,lorem ipsum,lorem ipsum,0,1,1
7,d3klj6y9,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.943517+00:00,1,,,76,5.80,m6rcza66,,,,,0,2.00,10,0.0,0.05,7,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,6,11,2,2,22,0,22,4,0,0,19,6.33,8,0,60,1,1,0,,22,10,,4,4,26,0,4,4,0,0,32,10.67,14,0,65,2,1,0,,26,16,,2,2,28,0,2,4,0,0,42,14.0,18,0,75,3,1,0,,28,18,,2,2,30,0,2,4,0,0,48,16.0,20,0,87,4,1,0,,30,20,,4,4,34,0,4,4,0,0,57,19.0,24,0,99,5,1,0,,34,14,,13,13,47,0,13,4,0,0,64,21.33,27,0,114,6,1,0,,47,21,,3,3,50,0,3,4,0,0,56,18.67,24,0,131,7,1,0,,50,16,,8,8,58,0,8,4,0,0,57,19.0,24,0,147,8,1,0,,58,23,,9,9,67,0,9,4,0,0,75,25.0,32,0,162,9,1,0,,67,31,,9,9,76,0,9,4,0,0,94,31.33,40,0,183,10,1,0,,,,,,,,0,0,4,0,0,,,,0,,11,1,0,,,,,,,,0,0,4,0,0,,,,0,,12,1,0,,,,,,,,0,0,4,0,0,,,,0,,13,1,0,,,,,,,,0,0,4,0,0,,,,0,,14,1,0,,,,,,,,0,0,4,0,0,,,,0,,15,7,20,diverse,uni,37783,yes,lorem ipsum,lorem ipsum,0,1,1
8,u7hxj4l1,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.967434+00:00,1,,,63,5.15,m6rcza66,,,,,0,2.00,10,0.0,0.05,8,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,2,0,6,20,6,12,2,2,22,0,22,4,0,0,19,6.33,8,0,60,1,2,0,,22,9,,5,5,27,0,5,4,0,0,32,10.67,14,0,65,2,2,0,,27,17,,1,1,28,0,1,4,0,0,42,14.0,18,0,75,3,2,0,,28,15,,5,5,33,0,5,4,0,0,48,16.0,20,0,87,4,2,0,,33,18,,6,6,39,0,6,4,0,0,57,19.0,24,0,99,5,2,0,,39,25,,2,2,41,0,2,4,0,0,64,21.33,27,0,114,6,2,0,,41,15,,9,9,50,0,9,4,0,0,56,18.67,24,0,131,7,2,0,,50,25,,-1,-1,49,0,-1,4,0,0,57,19.0,24,0,147,8,2,0,,49,19,,13,13,62,0,13,4,0,0,75,25.0,32,0,162,9,2,0,,62,39,,1,1,63,0,1,4,0,0,94,31.33,40,0,183,10,2,0,,,,,,,,0,0,4,0,0,,,,0,,11,2,0,,,,,,,,0,0,4,0,0,,,,0,,12,2,0,,,,,,,,0,0,4,0,0,,,,0,,13,2,0,,,,,,,,0,0,4,0,0,,,,0,,14,2,0,,,,,,,,0,0,4,0,0,,,,0,,15,8,18,diverse,uni,25149,yes,lorem ipsum,lorem ipsum,0,1,1
9,0ktyhndl,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:44.990548+00:00,1,,,70,5.50,m6rcza66,,,,,0,2.00,10,0.0,0.05,9,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,3,0,,20,7,20,1,1,21,0,21,4,0,0,19,6.33,8,0,60,1,3,0,,21,13,,1,1,22,0,1,4,0,0,32,10.67,14,0,65,2,3,0,,22,9,,9,9,31,0,9,4,0,0,42,14.0,18,0,75,3,3,0,,31,15,,5,5,36,0,5,4,0,0,48,16.0,20,0,87,4,3,0,,36,19,,5,5,41,0,5,4,0,0,57,19.0,24,0,99,5,3,0,,41,25,,2,2,43,0,2,4,0,0,64,21.33,27,0,114,6,3,0,,43,20,,4,4,47,0,4,4,0,0,56,18.67,24,0,131,7,3,0,,47,16,,8,8,55,0,8,4,0,0,57,19.0,24,0,147,8,3,0,,55,33,,-1,-1,54,0,-1,4,0,0,75,25.0,32,0,162,9,3,0,,54,24,,16,16,70,0,16,4,0,0,94,31.33,40,0,183,10,3,0,,,,,,,,0,0,4,0,0,,,,0,,11,3,0,,,,,,,,0,0,4,0,0,,,,0,,12,3,0,,,,,,,,0,0,4,0,0,,,,0,,13,3,0,,,,,,,,0,0,4,0,0,,,,0,,14,3,0,,,,,,,,0,0,4,0,0,,,,0,,15,9,20,diverse,uni,45423,yes,lorem ipsum,lorem ipsum,0,1,1
10,4ygdoc54,,1,80,80,Outro,Outro_Final,2021-03-08 20:47:45.014045+00:00,1,,,66,5.30,m6rcza66,,,,,0,2.00,10,0.0,0.05,10,1,1,Chrome Canary,20,20,25,25,"['2', '3']","['2', '3']",0,1,1,1,0,6,20,8,16,5,5,25,0,25,5,0,0,31,10.33,13,0,60,1,1,0,,25,10,,5,5,30,0,5,5,0,0,34,11.33,15,0,68,2,1,0,,30,18,,-2,-2,28,0,-2,5,0,0,38,12.67,16,0,79,3,1,0,,28,9,,9,9,37,0,9,5,0,0,43,14.33,18,0,89,4,1,0,,37,24,,1,1,38,0,1,5,0,0,59,19.67,25,0,100,5,1,0,,38,25,,0,0,38,0,0,5,0,0,60,20.0,25,0,116,6,1,0,,38,23,,8,8,46,0,8,5,0,0,73,24.33,31,0,131,7,1,0,,46,30,,-2,-2,44,0,-2,5,0,0,67,22.33,28,0,151,8,1,0,,44,29,,8,8,52,0,8,5,0,0,88,29.33,37,0,168,9,1,0,,52,17,,14,14,66,0,14,5,0,0,73,24.33,31,0,191,10,1,0,,,,,,,,0,0,5,0,0,,,,0,,11,1,0,,,,,,,,0,0,5,0,0,,,,0,,12,1,0,,,,,,,,0,0,5,0,0,,,,0,,13,1,0,,,,,,,,0,0,5,0,0,,,,0,,14,1,0,,,,,,,,0,0,5,0,0,,,,0,,15,10,25,diverse,uni,40160,yes,lorem ipsum,lorem ipsum,0,1,1
